,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,600511.XSHG,2006-04-18,20.25,20.2522,1.96,0.44,31.69,600511.XSHG,4.93,4.93,1.87,3.46,9.54,96.07,4.95,3.46,1.54,3.06,0.22,79.46,20.77,,103.66,-7.0,-178.19,22.83,15.14,22.83,15.14,28.28,174.43,40.05,367.92,37.71,233.09,1
0,600511.XSHG,2006-08-02,38.23,38.2336,3.68,0.83,59.83,600511.XSHG,3.98,3.98,1.53,2.83,9.97,95.6,4.76,2.83,1.67,3.28,0.31,92.21,7.56,,117.19,11.47,260.61,25.16,0.46,25.16,0.46,93.64,-3.47,81.4,-17.96,63.01,-19.11,1
0,600511.XSHG,2006-10-18,42.93,42.9336,4.13,0.93,67.18,600511.XSHG,4.29,4.29,1.67,2.97,9.32,95.94,4.39,2.97,1.58,3.05,0.17,92.64,7.59,,108.92,2.1,51.8,18.2,7.9,18.2,7.9,97.05,-0.46,106.38,13.41,84.54,10.11,-1
0,600511.XSHG,2007-04-25,45.97,45.9701,4.25,0.99,71.94,600511.XSHG,2.92,2.92,1.13,2.19,8.07,98.06,2.41,2.19,1.97,3.9,0.24,83.91,20.59,,123.32,10.82,558.95,16.18,-6.91,16.18,-6.91,34.69,-48.92,198.77,-31.38,107.72,-29.99,1
0,600511.XSHG,2007-04-25,70.02,41.6867,6.12,1.51,109.58,600511.XSHG,6.26,6.26,2.51,4.43,10.1,94.2,6.47,4.43,0.92,2.4,0.19,89.64,10.33,,104.3,-6.61,-113.94,22.57,21.47,22.57,21.47,60.03,226.05,56.84,145.65,48.35,137.88,1
0,600511.XSHG,2007-07-30,54.08,61.1153,8.42,1.74,125.17,600511.XSHG,6.12,6.12,2.29,4.05,9.92,94.56,6.25,4.05,1.53,2.21,0.35,86.93,13.02,,109.35,11.9,218.97,24.18,1.78,24.18,1.78,63.04,-1.65,78.09,-6.84,78.91,-2.44,-1
0,600511.XSHG,2007-10-23,56.28,74.272,10.29,2.01,237.29,600511.XSHG,5.49,5.49,2.11,3.54,10.49,94.91,5.65,3.54,1.71,2.74,0.27,91.53,10.04,,107.54,2.91,57.16,28.7,11.83,28.7,11.83,65.59,1.09,53.34,-2.35,49.84,-7.78,1
0,600511.XSHG,2008-04-30,64.27,93.2763,12.25,2.36,309.1,600511.XSHG,3.78,3.78,1.45,2.65,10.48,97.11,3.53,2.65,2.05,4.78,0.54,81.31,17.91,,115.17,0.58,20.0,32.96,-3.83,32.96,-3.83,94.81,-39.91,60.63,-28.12,52.98,-28.52,1
0,600511.XSHG,2008-04-30,62.82,58.8395,10.5,2.31,302.12,600511.XSHG,6.68,6.68,2.53,4.54,10.22,94.34,5.97,4.54,1.43,2.17,0.48,94.92,5.16,,108.1,-9.78,-172.8,26.74,15.79,26.74,15.79,16.89,95.64,29.95,98.74,27.79,98.71,1
0,600511.XSHG,2008-08-05,45.86,49.4861,8.7,1.71,215.65,600511.XSHG,8.3,8.3,3.04,5.6,8.97,94.72,5.91,5.6,1.36,1.99,0.7,72.93,8.71,,113.92,15.59,295.35,26.65,1.7,26.65,1.7,19.77,0.77,74.89,25.37,64.1,25.29,1
0,600511.XSHG,2008-10-28,36.78,46.2174,8.13,1.5,204.5,600511.XSHG,6.11,6.11,2.31,4.21,9.03,95.02,5.4,4.21,1.47,1.9,0.49,93.04,7.91,,114.5,9.28,186.47,15.3,1.81,15.3,1.81,10.16,-7.02,36.98,-23.52,34.52,-24.4,1
0,600511.XSHG,2009-04-18,38.79,52.1704,8.23,1.64,48.87,600511.XSHG,5.44,5.44,2.07,3.61,8.9,97.9,2.98,3.61,2.15,3.54,0.52,47.74,20.14,,114.74,4.41,210.07,23.08,2.65,23.08,2.65,3.94,-43.3,67.97,-11.86,73.01,-8.07,-1
0,600511.XSHG,2009-04-30,36.63,33.3238,7.27,1.55,46.15,600511.XSHG,6.76,6.76,2.89,4.73,9.29,94.41,6.13,4.73,0.94,1.96,0.23,91.38,8.85,,106.06,6.56,117.38,16.95,10.03,16.95,10.03,20.12,126.08,21.7,43.99,22.1,40.24,-1
0,600511.XSHG,2009-08-27,41.59,43.8471,9.1,1.86,55.06,600511.XSHG,7.69,7.69,3.34,5.66,9.64,94.26,6.53,5.66,1.5,1.52,0.28,79.71,11.0,,109.17,2.31,40.34,13.85,-1.0,13.85,-1.0,25.77,5.51,15.02,18.48,13.83,16.8,-1
0,600511.XSHG,2009-10-26,40.4,44.3164,8.63,1.82,62.67,600511.XSHG,6.85,6.85,2.82,4.47,8.75,95.55,4.98,4.47,1.54,1.63,0.33,77.01,9.12,,105.97,2.17,48.7,26.65,13.25,26.65,13.25,16.84,-13.62,34.51,-10.55,38.59,-7.96,1
0,600511.XSHG,2010-03-22,53.29,63.2386,11.75,2.45,400.37,600511.XSHG,4.06,4.06,1.61,2.91,8.15,97.27,3.51,2.91,2.13,3.24,0.36,72.8,20.57,,122.91,8.7,318.34,16.27,-5.76,16.27,-5.76,36.71,-33.65,-6.31,-38.61,-8.22,-39.13,1
0,600511.XSHG,2010-04-24,52.91,52.9091,10.76,2.31,24.57,600511.XSHG,6.48,6.48,2.46,5.06,9.42,94.65,6.34,5.06,1.54,1.66,0.55,84.36,15.63,,112.16,9.37,175.35,11.75,5.75,11.75,5.75,15.59,91.15,19.72,84.0,20.17,83.63,-1
0,600511.XSHG,2010-08-19,43.74,45.9996,9.22,1.95,19.49,600511.XSHG,6.82,6.82,2.64,5.32,9.12,94.58,6.59,5.32,1.79,1.26,0.3,80.15,17.27,,108.12,1.75,32.2,15.17,2.03,15.17,2.03,16.21,6.09,8.35,7.23,9.23,6.17,-1
0,600511.XSHG,2010-10-27,44.67,48.2183,8.58,1.98,22.15,600511.XSHG,10.53,10.53,4.1,7.76,9.37,94.23,7.89,7.76,1.57,1.26,0.31,59.74,21.97,,113.12,-2.03,-35.27,13.43,11.55,13.43,11.55,79.74,33.59,96.98,62.61,95.22,64.5,-1
0,600511.XSHG,2011-03-21,39.05,52.402,9.1,2.08,22.91,600511.XSHG,3.74,3.74,1.43,2.91,7.49,97.18,4.03,2.91,2.24,2.35,0.39,69.9,29.83,,122.65,12.84,454.74,15.36,-4.15,15.36,-4.15,32.58,-51.06,15.32,-64.06,15.54,-63.97,-1
0,600511.XSHG,2011-04-21,32.96,32.9579,7.48,1.73,24.43,600511.XSHG,4.62,4.62,1.89,3.9,8.15,96.16,4.87,3.9,1.53,1.45,0.45,79.35,21.35,,103.03,-9.88,-257.34,16.17,6.5,16.17,6.5,-10.68,28.77,-10.45,42.88,-11.8,40.17,-1
0,600511.XSHG,2011-08-10,24.09,23.4443,5.26,1.18,56.9,600511.XSHG,6.97,6.97,2.74,5.67,7.72,95.48,5.58,5.67,1.57,1.41,0.49,63.8,14.97,,114.85,12.24,271.05,17.55,3.24,17.55,3.24,-0.49,18.19,25.15,49.88,26.3,52.04,-1
0,600511.XSHG,2011-10-27,23.77,24.6335,5.22,1.19,27.51,600511.XSHG,6.15,6.15,2.55,4.82,7.81,95.49,5.52,4.82,1.62,1.1,-0.01,72.82,16.43,,101.13,-37.32,-828.2,12.24,6.51,12.24,6.51,-21.44,5.47,-30.3,-9.44,-30.3,-9.22,-1
0,600511.XSHG,2012-03-20,20.19,18.5176,3.92,0.87,-13.85,600511.XSHG,2.21,2.21,0.93,1.64,2.52,102.57,-1.53,1.64,2.27,2.07,0.24,-145.91,58.84,,106.37,12.6,-490.66,29.99,11.0,29.99,11.0,-149.43,-130.79,-26.68,-62.19,-29.68,-63.65,-1
0,600511.XSHG,2012-04-27,19.86,19.8572,3.62,0.76,-8.57,600511.XSHG,4.57,4.57,1.97,3.56,6.57,97.1,3.82,3.56,1.69,1.13,0.25,63.85,20.44,,104.14,1.07,36.8,25.01,2.42,25.01,2.42,-1.88,355.65,14.01,122.19,12.96,125.17,1
0,600511.XSHG,2012-08-14,24.0,24.7112,4.3,0.9,-14.62,600511.XSHG,6.35,6.35,2.64,4.76,6.06,98.19,3.02,4.76,1.95,1.86,0.43,31.15,20.81,,113.22,10.73,592.83,26.25,4.26,26.25,4.26,-31.66,-17.68,5.98,39.31,5.75,42.33,-1
0,600511.XSHG,2012-10-25,23.82,24.9937,4.15,0.86,-20.86,600511.XSHG,6.5,6.5,2.74,4.77,7.28,96.68,4.29,4.77,1.61,1.14,0.5,57.38,16.85,,102.63,-6.32,-190.36,25.98,6.28,25.98,6.28,-2.12,51.05,24.83,6.67,23.13,5.7,-1
0,600511.XSHG,2013-03-22,22.92,25.7173,3.88,0.84,353.89,600511.XSHG,3.8,3.8,1.6,2.92,6.5,98.38,2.51,2.92,2.48,2.19,0.16,44.97,24.68,,111.69,3.58,221.02,12.35,-1.01,12.35,-1.01,284.22,-42.05,99.72,-39.51,101.95,-40.39,-1
0,600511.XSHG,2013-04-26,25.65,25.6498,4.8,1.0,90.86,600511.XSHG,4.49,4.49,1.92,3.59,6.49,96.81,4.01,3.59,1.64,1.35,0.26,69.37,17.71,99.96,108.13,1.56,48.79,17.58,7.18,17.58,7.18,23.15,70.9,18.59,31.93,18.69,32.34,-1
0,600511.XSHG,2013-08-10,19.68,20.4457,3.64,0.77,64.09,600511.XSHG,6.3,6.29,2.62,4.84,7.6,96.1,4.74,4.84,1.97,1.21,0.21,63.75,13.7,99.77,103.39,3.51,90.0,16.79,3.57,16.79,3.57,83.16,22.44,18.81,39.57,17.19,40.53,-1
0,600511.XSHG,2013-10-23,24.53,26.7191,4.45,0.96,-61.34,600511.XSHG,6.43,6.36,2.63,4.82,8.96,95.5,5.51,4.82,1.95,1.57,0.36,74.54,16.74,99.0,100.11,0.69,15.29,16.33,5.87,16.33,5.87,49.25,23.09,17.42,5.42,17.01,5.54,-1
0,600511.XSHG,2014-03-20,23.55,26.9045,4.29,0.93,31.27,600511.XSHG,4.63,3.98,1.95,3.57,6.51,97.78,3.09,3.57,2.39,1.55,0.07,52.91,20.59,86.12,107.13,1.68,75.59,18.66,0.97,18.66,0.97,45.79,-43.39,45.26,-25.17,44.61,-26.32,-1
0,600511.XSHG,2014-04-26,23.72,23.7242,4.42,0.97,49.43,600511.XSHG,4.73,4.72,2.09,3.91,6.88,96.44,4.41,3.91,1.7,1.2,0.45,74.3,17.88,99.95,113.82,2.06,57.84,13.74,2.74,13.74,2.74,25.26,46.83,23.95,12.58,23.49,13.01,1
0,600511.XSHG,2014-08-22,25.22,26.4119,4.88,1.04,61.67,600511.XSHG,6.55,6.36,2.89,5.11,9.36,94.91,6.14,5.11,1.99,1.62,0.28,78.11,16.06,97.17,101.65,4.24,83.31,16.88,6.43,16.88,6.43,51.6,48.19,23.56,39.13,22.31,39.18,-1
0,600511.XSHG,2014-10-24,28.25,31.3569,5.46,1.19,76.99,600511.XSHG,5.86,5.67,2.48,4.5,8.07,95.4,5.42,4.5,1.92,1.13,0.08,80.73,14.43,96.89,106.9,3.91,84.95,13.55,2.85,13.55,2.85,11.86,-9.18,6.19,-9.4,6.78,-7.86,-1
0,600511.XSHG,2015-03-21,31.9,36.0575,5.98,1.33,187.32,600511.XSHG,4.7,4.5,2.1,3.73,7.28,96.53,4.23,3.73,2.04,1.7,-0.24,74.73,16.4,95.69,104.48,-2.49,-71.8,13.71,1.11,13.71,1.11,55.89,-21.12,18.78,-16.3,19.42,-17.6,-1
0,600511.XSHG,2015-04-23,35.21,35.2066,6.52,1.47,-138.92,600511.XSHG,4.29,4.29,2.04,3.85,7.15,96.03,4.63,3.85,1.59,1.31,0.16,83.25,13.74,99.95,113.87,7.85,197.51,8.67,-1.82,8.67,-1.82,14.05,7.42,7.0,1.41,6.93,1.19,1
0,600511.XSHG,2015-08-18,49.27,49.9877,8.87,2.05,334.96,600511.XSHG,5.82,5.62,2.77,5.16,8.42,95.16,6.22,5.16,2.04,1.2,-0.12,74.48,21.4,96.51,104.53,5.07,104.74,4.23,2.08,4.23,2.08,5.63,37.25,5.26,36.87,6.63,38.79,-1
0,600511.XSHG,2015-10-20,28.14,29.0958,5.16,1.18,88.59,600511.XSHG,4.93,4.82,2.39,4.36,8.55,95.45,5.28,4.36,1.97,1.7,0.24,82.22,13.22,97.69,106.69,-0.03,-0.73,5.76,4.37,5.76,4.37,3.01,-11.43,2.48,-11.79,0.0,-13.58,-1
0,600511.XSHG,2016-03-25,36.38,37.6172,6.43,1.5,159.98,600511.XSHG,4.41,3.83,2.11,4.24,7.64,95.86,4.82,4.24,1.97,1.34,0.21,78.07,12.95,86.86,111.05,1.95,47.16,0.44,-3.98,0.44,-3.98,14.45,-12.35,14.16,-6.76,12.72,-7.12,-1
0,600511.XSHG,2016-04-29,25.69,25.6931,4.35,1.09,17.74,600511.XSHG,3.97,3.93,2.04,4.04,7.41,95.69,4.92,4.04,1.39,1.36,0.04,85.64,12.27,98.93,107.14,7.19,166.9,11.22,8.72,11.22,8.72,18.27,11.0,16.8,3.76,12.56,1.04,-1
0,600511.XSHG,2016-08-17,24.93,25.5997,4.16,1.06,29.27,600511.XSHG,5.2794,5.2001,2.5107,5.0218,7.6948,95.1488,6.1775,5.0218,1.6039,1.2071,-0.364,76.5786,20.936,98.4965,108.025,5.633,116.1154,8.501,-0.4206,8.501,-0.4206,7.6743,24.9618,5.5006,23.6273,11.7827,37.8389,-1
0,600511.XSHG,2016-10-26,27.28,28.9607,4.56,1.17,30.22,600511.XSHG,4.2987,4.2441,2.2019,4.4069,7.8024,95.6079,5.4628,4.4069,1.4818,1.4527,-0.0837,79.0964,19.2801,98.7311,100.7205,-3.9996,-91.0619,8.3711,4.2469,8.3711,4.2469,12.0718,-7.8153,9.4175,-8.5173,9.4613,-15.3789,-1
0,600511.XSHG,2017-03-24,25.76,28.1018,4.21,1.11,45.62,600511.XSHG,3.2444,3.1708,1.6501,3.4216,6.8145,96.6656,4.2527,3.4216,1.9498,1.5586,-0.043,76.0621,20.9454,97.7316,111.7894,8.9,266.912,15.3363,2.1908,15.3363,2.1908,1.72,-20.4464,-6.8923,-20.6575,-7.5325,-21.5411,-1
0,600511.XSHG,2017-04-25,29.33,29.3257,4.56,1.2,139.99,600511.XSHG,3.9395,3.9045,2.0589,4.2875,7.4587,95.4287,5.3633,4.2875,1.6259,1.0517,-0.1077,84.6516,14.6663,99.1127,114.2179,2.091,45.7414,9.1399,2.8819,9.1399,2.8819,18.9069,29.7511,15.6831,28.9173,15.1775,25.8562,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,600512.XSHG,2006-04-26,14.75,14.7505,1.79,0.66,8.49,600512.XSHG,2.02,2.02,0.62,4.08,16.37,94.59,5.41,4.08,0.0,4.19,4.16,88.58,0.0,,139.77,10.71,197.9,74.03,-49.73,74.03,-49.73,23.96,-58.03,25.12,-54.54,25.12,-54.6,1
0,600512.XSHG,2006-08-01,19.02,19.0204,2.24,0.86,10.94,600512.XSHG,2.55,2.55,0.79,5.07,16.93,94.51,5.49,5.07,0.0,3.83,4.06,72.78,0.0,,81.6,7.55,137.37,-15.25,3.03,-15.25,3.03,-17.24,4.57,-2.8,27.95,-2.8,28.0,-1
0,600512.XSHG,2006-10-24,18.94,18.9428,2.23,0.85,10.9,600512.XSHG,2.78,2.78,0.86,4.55,17.23,93.68,6.34,4.55,0.0,3.47,3.3,93.47,0.39,,88.34,11.96,189.24,-8.47,23.43,-8.47,23.43,-13.27,42.53,1.88,10.69,1.83,10.62,-1
0,600512.XSHG,2007-04-03,18.48,18.477,2.12,0.83,10.63,600512.XSHG,3.82,3.82,1.17,4.07,15.74,93.68,6.32,4.07,0.0,3.04,2.08,100.2,0.0,,89.89,18.98,300.38,1.36,58.57,1.36,58.57,-1.2,57.97,-8.67,41.84,-8.76,41.94,-1
0,600512.XSHG,2007-04-27,32.09,32.9963,3.44,1.45,18.46,600512.XSHG,2.22,2.22,0.68,4.37,15.71,93.39,6.61,4.37,0.0,3.39,4.33,99.95,0.0,,167.48,4.5,68.18,11.45,-44.73,11.45,-44.73,36.05,-42.21,19.47,-40.53,19.56,-40.51,-1
0,600512.XSHG,2007-08-21,32.25,34.2736,3.51,1.43,11.19,600512.XSHG,2.96,2.96,0.9,4.56,16.51,93.89,6.11,4.56,0.0,2.89,3.79,90.83,0.0,,81.43,-4.11,-67.27,32.56,22.54,32.56,22.54,47.37,13.26,19.34,27.81,19.35,27.78,-1
0,600512.XSHG,2007-10-26,44.69,49.4944,5.51,1.94,83.29,600512.XSHG,2.93,2.93,0.9,4.04,14.92,94.17,5.83,4.04,0.0,2.47,3.02,96.85,0.0,,94.98,6.5,111.58,21.7,13.31,21.7,13.31,11.83,8.16,8.18,0.34,8.24,0.32,1
0,600512.XSHG,2008-04-15,43.86,49.4944,5.35,1.85,107.67,600512.XSHG,0.9,0.9,0.27,1.01,14.14,96.86,3.16,1.01,0.0,3.88,2.53,100.42,0.56,,98.58,20.0,636.03,-5.17,23.56,-5.17,23.56,-52.57,-33.0,-76.49,-69.18,-76.45,-69.12,-1
0,600512.XSHG,2008-04-30,38.95,51.6006,2.55,1.65,95.61,600512.XSHG,2.08,2.08,0.79,4.46,13.95,93.96,6.04,4.46,0.0,3.4,3.23,100.25,0.0,,141.06,4.88,80.8,26.05,-26.53,26.05,-26.53,15.17,40.31,28.63,225.43,28.65,225.02,-1
0,600512.XSHG,2008-08-20,33.87,36.3222,1.83,1.12,7.43,600512.XSHG,1.14,1.14,0.44,2.42,13.47,97.83,2.17,2.42,0.0,3.56,2.51,68.24,0.0,,84.43,-22.51,-1036.4399,2.36,-0.49,2.36,-0.49,-63.6,-64.2,-45.68,-46.03,-45.67,-46.04,-1
0,600512.XSHG,2008-10-31,31.79,29.4037,1.48,0.91,11.2,600512.XSHG,1.96,1.96,0.72,4.38,14.25,94.46,5.54,4.38,0.0,3.28,2.53,94.31,0.0,,102.91,-11.28,-203.54,-13.23,-3.95,-13.23,-3.95,-17.55,144.97,-5.99,73.67,-5.54,74.43,1
0,600512.XSHG,2009-04-01,29.24,26.521,1.33,0.84,6.82,600512.XSHG,-1.47,-1.47,-0.53,-1.69,6.62,101.97,-1.96,-1.69,0.0,2.77,1.09,99.74,-0.63,,73.4,-5.12,259.33,40.95,100.71,40.95,100.71,-187.45,-171.06,-336.44,-177.51,-327.8,-174.47,-1
0,600512.XSHG,2009-04-27,39.18,61.3741,1.76,1.13,9.14,600512.XSHG,1.15,1.15,0.44,3.41,11.32,95.44,4.56,3.41,,3.27,3.53,99.53,0.0,,135.87,-19.13,-419.35,-9.77,-52.97,-9.77,-52.97,-31.81,209.42,-31.0,194.97,-28.99,201.32,-1
0,600512.XSHG,2009-08-28,85.06,71.2089,2.03,1.19,-8.62,600512.XSHG,0.5,0.5,0.18,1.34,12.45,99.03,0.97,1.34,0.0,4.6,2.05,47.15,0.0,,88.98,12.57,1295.66,-2.96,7.03,-2.96,7.03,-56.66,-77.25,-46.33,-58.02,-42.85,-56.57,-1
0,600512.XSHG,2009-10-31,98.75,69.8395,1.96,1.17,34.87,600512.XSHG,1.93,1.93,0.71,3.11,11.91,95.9,4.1,3.11,0.0,2.13,1.36,94.8,0.0,,71.52,-3.27,-79.74,78.02,76.19,78.02,76.19,31.67,644.22,26.39,308.99,28.24,291.42,-1
0,600512.XSHG,2010-03-31,96.5,82.6621,2.31,1.2,25.14,600512.XSHG,0.4,0.4,0.13,0.6,8.26,99.41,0.6,0.6,0.0,3.3,1.18,80.32,2.01,,105.4,13.38,2284.5701,-15.29,-4.49,-15.29,-4.49,125.93,-86.0,130.29,-81.42,135.93,-79.13,-1
0,600512.XSHG,2010-04-30,90.43,90.4255,3.48,1.93,22.89,600512.XSHG,0.94,0.94,0.31,2.69,14.04,96.07,3.93,2.69,,3.76,4.39,100.09,0.0,,143.41,-21.88,-557.19,3.24,-42.68,3.24,-42.68,-11.15,274.87,-18.52,155.42,-15.01,139.64,-1
0,600512.XSHG,2010-08-21,64.86,62.0725,2.36,1.31,10.0,600512.XSHG,0.79,0.79,0.26,3.37,16.05,97.82,2.18,3.37,0.0,7.61,2.19,45.74,0.0,,101.91,-7.84,-359.48,-33.59,-31.15,-33.59,-31.15,49.37,-61.75,67.33,-13.78,64.37,-16.02,-1
0,600512.XSHG,2010-10-30,78.31,81.213,3.07,1.83,25.66,600512.XSHG,0.66,0.66,0.23,2.52,15.86,96.6,3.4,2.52,0.01,5.12,3.08,93.97,0.0,,85.38,-15.53,-456.12,-55.9,17.0,-55.9,17.0,-63.36,82.56,-64.26,-12.65,-64.85,-16.29,-1
0,600512.XSHG,2011-04-07,114.6,82.6441,3.13,2.32,-78.99,600512.XSHG,-0.18,-0.18,-0.1,-0.47,10.41,100.3,-0.29,-0.47,0.0,4.18,0.68,197.78,-8.91,,77.26,-40.36,13435.6699,8.53,135.07,8.53,135.07,-151.85,-119.81,-183.6,-143.46,-145.86,-127.22,-1
0,600512.XSHG,2011-04-30,118.82,149.5698,3.22,2.4,-81.9,600512.XSHG,0.76,0.76,0.23,2.91,13.67,95.7,4.3,2.91,,6.07,0.87,91.22,0.0,,169.76,-14.64,-340.12,-25.71,-60.77,-25.71,-60.77,-18.58,688.69,-19.73,345.25,-17.75,529.83,-1
0,600512.XSHG,2011-08-30,165.84,153.3169,3.31,2.52,-13.85,600512.XSHG,0.89,0.89,0.28,3.25,15.94,96.67,3.33,3.25,0.0,6.39,2.93,74.23,0.0,,100.62,-15.31,-460.0,20.85,12.0,20.85,12.0,84.31,-13.41,16.53,25.15,15.47,17.91,-1
0,600512.XSHG,2011-10-29,120.79,118.3444,2.55,1.88,-37.39,600512.XSHG,0.22,0.22,0.05,0.66,16.34,98.97,1.03,0.66,0.0,7.48,3.53,80.53,0.0,,83.24,-90.84,-8813.21,-6.15,-9.14,-6.15,-9.14,-71.59,-71.86,-75.23,-81.43,-66.29,-75.57,-1
0,600512.XSHG,2012-03-30,117.46,91.8028,1.98,1.48,-13.72,600512.XSHG,0.43,0.43,0.12,0.96,13.14,98.54,1.46,0.96,0.0,4.24,2.78,79.82,0.0,,108.66,27.26,1860.92,-30.1,75.09,-30.1,75.09,457.0,148.84,244.67,153.87,342.79,96.06,-1
0,600512.XSHG,2012-04-28,85.39,85.387,1.94,1.69,16.99,600512.XSHG,0.78,0.78,0.2,3.05,16.65,95.78,4.22,3.05,,5.15,3.29,99.82,0.0,,129.37,-22.85,-541.75,3.14,-42.11,3.14,-42.11,1.1,66.71,7.9,82.92,1.06,78.92,-1
0,600512.XSHG,2012-08-30,89.49,89.8036,2.18,1.76,139.14,600512.XSHG,0.81,0.81,0.19,2.58,14.09,96.73,3.27,2.58,0.0,5.28,2.04,84.97,0.0,,107.23,-6.55,-200.39,11.57,21.15,11.57,21.15,9.62,-6.11,-11.38,2.8,-10.84,4.02,-1
0,600512.XSHG,2012-10-31,88.21,84.7981,2.04,1.62,28.59,600512.XSHG,0.63,0.63,0.15,2.12,13.73,97.08,2.92,2.12,0.0,5.08,3.88,99.45,0.0,,74.94,-59.87,-2051.1201,17.65,-4.19,17.65,-4.19,233.15,-14.47,274.8,-21.48,185.22,-21.84,-1
0,600512.XSHG,2013-03-30,81.81,93.0424,2.22,1.72,15.21,600512.XSHG,-0.35,-0.35,-0.08,-0.79,14.69,101.24,-1.24,-0.79,1.84,4.93,3.53,76.41,0.0,,163.61,-11.23,907.63,3.82,54.51,3.82,54.51,-187.66,-165.48,-184.7,-157.37,-179.57,-154.7,-1
0,600512.XSHG,2013-04-24,76.63,108.5622,2.08,1.61,14.24,600512.XSHG,5.59,0.68,1.25,13.96,10.94,97.93,2.07,13.96,0.9,3.62,1.87,11.19,0.0,12.2,137.43,12.2,588.87,61.47,-9.96,61.47,-9.96,-20.72,250.78,640.02,1698.08,623.04,1725.71,-1
0,600512.XSHG,2013-08-28,28.63,102.694,1.86,1.34,23.23,600512.XSHG,7.0,0.69,1.58,21.42,12.45,96.2,3.8,21.42,2.38,4.29,-2.65,12.71,0.0,9.83,94.25,-35.46,-932.03,10.86,-16.82,10.86,-16.82,29.01,52.78,819.05,27.66,795.31,28.81,-1
0,600512.XSHG,2013-10-30,15.67,110.0293,1.87,1.41,122.37,600512.XSHG,0.9,0.66,0.2,3.21,12.6,97.68,2.32,3.21,1.44,5.01,0.72,71.08,0.0,73.32,176.66,12.5,537.97,3.19,-10.83,3.19,-10.83,-17.86,-45.54,56.42,-86.64,47.35,-87.14,-1
0,600512.XSHG,2014-03-29,15.58,111.8631,1.89,1.42,10.15,600512.XSHG,0.26,0.31,0.0,0.02,18.38,94.1,5.9,0.02,0.67,5.26,0.46,240.46,0.0,116.44,115.12,-0.2,-3.36,56.63,134.53,56.63,134.53,846.48,495.02,103.57,-98.69,179.87,-70.35,-1
0,600512.XSHG,2014-04-30,14.4,14.3999,1.81,1.17,118.06,600512.XSHG,0.72,0.75,0.13,1.39,10.73,97.98,2.02,1.39,0.9,3.14,1.83,104.37,0.0,103.73,127.59,3.97,196.39,22.7,-29.46,22.7,-29.46,19.79,-75.8,-87.82,5345.5298,-85.7,191.0,-1
0,600512.XSHG,2014-08-23,20.78,13.6677,1.77,1.06,8.67,600512.XSHG,1.07,0.69,0.22,3.42,12.59,95.38,4.62,3.42,0.08,3.29,3.51,99.62,0.0,64.64,113.14,-111.77,-2418.48,-0.63,-32.64,-0.63,-32.64,20.7,53.93,-84.12,66.41,-83.86,45.42,1
0,600512.XSHG,2014-10-30,79.48,17.9633,2.32,1.39,-15.84,600512.XSHG,0.56,0.45,0.1,1.35,11.58,98.81,1.24,1.35,1.05,4.25,2.54,71.99,3.29,80.73,102.74,-5.06,-425.86,32.15,18.59,32.15,18.59,-29.27,-68.09,-44.58,-53.36,-34.09,-47.47,-1
0,600512.XSHG,2015-04-04,101.01,20.5504,2.65,1.51,-9.27,600512.XSHG,-0.32,-0.59,-0.24,-0.84,10.12,98.76,1.24,-0.84,0.19,2.03,0.39,100.07,0.0,,49.72,25.09,2028.4,115.76,282.89,115.76,282.89,-54.74,280.76,-10255.3496,-340.28,-225.86,-156.62,1
0,600512.XSHG,2015-04-29,174.01,222.4987,2.59,2.61,-15.97,600512.XSHG,0.18,0.19,0.02,0.12,11.45,99.59,0.41,0.12,0.15,2.51,4.71,104.73,0.0,103.75,105.69,-26.09,-6311.5698,40.45,-54.08,40.45,-54.08,-71.3,-84.65,-87.92,106.48,-65.47,179.83,-1
