,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,600171.XSHG,2017-08-15,162.6844,181.0283,3.7043,13.4861,59.869,600171.XSHG,6.2,0.9086,5.4852,90.1979,27.0218,86.6859,103.4067,90.1979,5.3568,19.7505,-14.7715,12.8572,87.0007,14.6545,92.7886,-2.4547,-18.4369,-1.9828,16.1635,-1.9828,16.1635,747.1915,836.7727,554.7118,682.9677,598.5579,694.0672,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,600172.XSHG,2006-04-26,15.42,15.4244,1.18,1.76,-1309.79,600172.XSHG,1.73,1.73,0.97,10.65,33.45,83.96,16.0,10.65,3.52,7.99,4.84,100.53,-0.23,,80.03,0.98,6.1,1.28,-4.53,1.28,-4.53,6.42,-11.39,5.86,8.1,6.12,8.37,-1
0,600172.XSHG,2006-08-25,19.9,19.9013,1.49,2.28,-1689.9399,600172.XSHG,2.29,2.29,1.25,11.43,32.63,83.62,16.56,11.43,1.96,6.99,4.94,98.63,1.09,,88.58,18.27,111.58,21.32,25.5,21.32,25.5,8.54,29.84,7.65,34.65,7.48,34.12,-1
0,600172.XSHG,2006-10-30,18.62,18.6222,1.4,2.13,-1581.33,600172.XSHG,2.4,2.4,1.31,12.86,32.69,81.08,18.82,12.86,3.02,4.76,5.68,102.07,-0.55,,105.06,7.61,40.24,6.93,-5.68,6.93,-5.68,4.81,7.21,4.58,6.11,4.44,6.14,-1
0,600172.XSHG,2007-04-21,17.76,17.7569,1.3,2.03,-1507.85,600172.XSHG,-0.27,-0.27,-0.15,-1.36,14.7,100.77,-0.79,-1.36,1.96,2.59,6.47,718.94,16.66,,119.73,22.26,-2888.0801,20.01,6.2,20.01,6.2,-105.49,-104.45,-117.31,-111.21,-117.16,-111.12,-1
0,600172.XSHG,2007-04-21,28.82,36.363,2.11,3.3,-2447.0701,600172.XSHG,1.36,1.36,0.71,7.99,29.76,88.98,11.16,7.99,4.42,6.63,6.69,97.69,1.19,,82.78,-10.98,-99.61,12.14,-10.79,12.14,-10.79,-21.83,1362.12,-15.82,625.59,-16.03,630.35,-1
0,600172.XSHG,2007-07-31,30.78,29.9069,1.71,2.35,84.25,600172.XSHG,1.39,1.39,0.71,6.96,26.62,90.02,10.21,6.96,3.34,5.79,6.72,97.57,2.26,,107.16,20.24,202.8,4.24,16.65,4.24,16.65,-35.73,6.76,-36.53,1.52,-36.44,1.52,-1
0,600172.XSHG,2007-10-25,52.15,43.4837,2.52,3.38,46.49,600172.XSHG,1.37,1.37,0.71,7.82,29.65,88.57,11.24,7.82,3.26,7.08,7.88,101.4,-1.7,,126.03,17.43,152.54,-3.0,-12.23,-3.0,-12.23,-42.08,-3.39,-40.96,-1.29,-40.89,-1.29,1
0,600172.XSHG,2008-03-28,61.11,40.9202,2.34,3.21,-79.58,600172.XSHG,1.68,1.68,0.88,10.18,35.69,89.91,16.33,10.18,4.13,7.84,8.54,60.9,37.61,,164.4,59.82,592.77,-12.82,-4.56,-12.82,-4.56,1904.9,38.65,754.03,24.18,759.95,24.18,1
0,600172.XSHG,2008-04-24,34.68,34.6787,1.94,2.84,4706.6699,600172.XSHG,1.28,1.28,0.67,7.99,29.47,90.5,9.62,7.99,3.63,7.07,8.45,89.15,1.1,,77.85,-0.07,-0.76,-3.46,-1.2,-3.46,-1.2,-15.62,-41.8,-1.0,-22.47,-1.0,-22.47,1
0,600172.XSHG,2008-07-26,28.82,28.7499,1.59,2.37,-100.48,600172.XSHG,1.32,1.32,0.7,8.58,30.28,89.81,10.31,8.58,2.78,8.89,8.93,89.34,1.07,,120.43,17.79,174.52,-18.0,-0.92,-18.0,-0.92,-16.75,6.27,1.23,6.41,-1.2,3.86,-1
0,600172.XSHG,2008-10-25,20.67,20.5625,1.14,1.79,-12.53,600172.XSHG,0.99,0.99,0.55,6.75,30.39,90.92,9.17,6.75,3.01,8.55,9.52,94.42,0.95,,121.91,37.61,414.38,-6.08,0.53,-6.08,0.53,-23.38,-10.65,-17.73,-20.91,-23.74,-24.88,1
0,600172.XSHG,2009-03-28,19.93,18.7274,1.03,1.65,23.94,600172.XSHG,0.23,0.23,0.24,2.73,24.51,95.6,4.5,2.73,3.15,7.75,9.72,92.33,2.14,,166.8,55.98,1273.11,4.58,6.28,4.58,6.28,-71.35,-47.84,-71.35,-57.0,-85.43,-76.41,-1
0,600172.XSHG,2009-04-25,38.49,38.4858,1.42,2.28,-43.89,600172.XSHG,0.8,0.8,0.51,7.62,31.53,90.98,8.95,7.62,2.81,9.82,9.16,92.15,-0.77,,83.7,-1.84,-20.35,-17.27,-21.85,-17.27,-21.85,-23.03,55.42,-21.14,117.93,-34.94,253.49,-1
0,600172.XSHG,2009-07-30,52.64,46.5152,1.71,2.88,21.34,600172.XSHG,0.5,0.5,0.38,4.38,24.36,93.6,6.49,4.38,3.07,8.08,7.16,102.5,1.43,,98.49,15.33,239.49,9.79,31.48,9.79,31.48,-30.93,-4.64,-44.01,-24.44,-60.84,-37.48,-1
0,600172.XSHG,2009-10-27,72.08,48.5226,1.78,2.93,20.0,600172.XSHG,0.47,0.47,0.33,4.52,28.88,93.75,6.36,4.52,4.69,9.21,8.64,101.32,1.72,,119.05,52.53,840.23,-5.95,-13.87,-5.95,-13.87,-34.77,-15.61,-36.98,-10.99,-50.56,-5.15,-1
0,600172.XSHG,2010-04-08,111.78,60.5667,2.21,3.72,41.76,600172.XSHG,0.32,0.32,0.25,3.76,33.02,101.94,-1.71,3.76,4.09,12.67,8.08,106.67,-12.98,,166.12,37.08,-1908.02,-19.05,-8.53,-19.05,-8.53,-130.71,-124.56,11.46,-23.95,41.39,-32.54,1
0,600172.XSHG,2010-04-26,119.95,114.5875,2.35,3.99,44.81,600172.XSHG,0.95,0.95,0.52,8.27,33.07,90.8,9.29,8.27,4.64,8.53,9.74,95.18,0.95,,87.64,21.48,233.59,6.88,3.19,6.88,3.19,10.96,661.53,16.02,126.83,20.93,202.34,-1
0,600172.XSHG,2010-08-21,75.59,81.639,1.68,2.95,-108.68,600172.XSHG,1.09,1.09,0.63,6.4,35.1,83.78,8.74,6.4,3.51,7.57,7.32,183.68,-84.7,,114.64,32.71,201.65,27.23,56.52,27.23,56.52,71.43,47.33,86.02,21.15,121.61,14.56,1
0,600172.XSHG,2010-10-25,86.29,118.2484,2.39,3.96,126.46,600172.XSHG,1.38,1.38,0.66,6.57,26.44,94.04,7.59,6.57,3.78,7.49,7.21,79.65,21.85,,118.12,39.46,662.24,49.15,0.96,49.15,0.96,78.14,-12.31,116.59,3.64,197.78,27.44,1
0,600172.XSHG,2011-03-26,100.6,182.9251,3.61,5.5,-71.26,600172.XSHG,2.45,2.45,1.19,11.59,25.95,93.2,11.95,11.59,7.66,10.77,6.87,52.94,40.08,,176.63,77.92,1146.08,66.43,2.07,66.43,2.07,1264.95,60.58,412.79,80.06,694.81,80.06,1
0,600172.XSHG,2011-04-21,59.92,59.9184,3.31,4.61,56.71,600172.XSHG,2.82,2.82,1.31,14.03,25.78,86.8,14.61,14.03,3.22,5.52,7.19,81.0,8.65,,100.73,41.45,313.91,58.87,-1.5,58.87,-1.5,149.96,20.48,169.65,19.28,213.57,19.28,1
0,600172.XSHG,2011-07-27,58.75,78.8763,2.77,5.51,46.41,600172.XSHG,2.14,2.14,1.13,11.63,31.05,88.01,13.19,11.63,3.26,9.93,5.59,88.71,8.86,,113.94,-2.19,-18.28,19.91,18.14,19.91,18.14,80.9,6.62,118.02,-2.05,168.11,-2.05,-1
0,600172.XSHG,2011-10-24,41.42,68.4091,2.36,4.55,7.13,600172.XSHG,2.21,2.21,1.18,12.52,35.16,86.52,14.4,12.52,3.59,11.36,6.25,92.2,6.27,,118.37,5.66,41.98,15.14,-3.05,15.14,-3.05,118.34,5.84,119.58,4.38,119.58,4.38,-1
0,600172.XSHG,2012-03-28,25.97,50.1534,1.73,3.22,6.7,600172.XSHG,2.37,2.37,1.27,13.34,32.41,85.66,15.12,13.34,6.48,10.69,3.2,91.68,5.01,,153.06,47.1,328.42,15.11,2.04,15.11,2.04,45.73,7.18,32.49,8.64,32.49,8.64,-1
0,600172.XSHG,2012-04-20,30.84,30.8414,2.16,3.96,115.29,600172.XSHG,2.02,2.02,1.18,13.49,32.33,85.08,16.01,13.49,3.87,7.41,5.79,94.91,6.9,,112.92,36.08,241.85,24.64,6.65,24.64,6.65,36.51,12.87,19.85,7.9,19.85,7.9,-1
0,600172.XSHG,2012-07-28,26.06,27.316,1.87,3.32,28.33,600172.XSHG,2.3,2.3,1.34,14.5,35.35,85.76,15.39,14.5,2.41,9.97,6.11,89.65,7.24,,97.57,22.1,155.19,12.73,6.85,12.73,6.85,31.55,2.75,40.55,14.87,40.55,14.87,-1
0,600172.XSHG,2012-10-26,26.71,30.5776,2.07,3.61,-8.35,600172.XSHG,2.03,2.03,1.1,13.24,35.44,85.65,15.33,13.24,3.06,9.6,7.39,92.82,6.3,,109.55,29.49,205.44,13.75,-2.17,13.75,-2.17,21.08,-2.58,20.21,-10.73,20.21,-10.73,-1
0,600172.XSHG,2013-03-26,23.13,27.6421,1.79,3.16,31.71,600172.XSHG,2.57,2.57,1.42,13.32,29.76,86.04,14.95,13.32,5.68,7.18,6.16,89.97,6.36,,134.45,33.22,237.96,41.89,27.27,41.89,27.27,40.22,24.12,41.7,28.07,41.7,28.07,-1
0,600172.XSHG,2013-04-26,21.92,21.9174,1.85,2.99,38.87,600172.XSHG,2.43,2.47,1.25,13.34,32.64,85.59,15.64,13.34,2.75,8.04,6.06,92.75,7.93,101.74,79.52,33.58,233.1,32.13,-0.69,32.13,-0.69,29.08,3.9,30.62,-0.54,30.62,-0.54,-1
0,600172.XSHG,2013-07-26,18.18,19.4233,1.6,2.47,-421.65,600172.XSHG,2.36,2.38,1.21,11.8,30.38,88.67,12.78,11.8,2.56,6.57,5.87,88.5,11.33,101.11,79.09,19.12,168.85,36.46,10.35,36.46,10.35,13.27,-9.84,11.05,-2.35,11.05,-2.35,-1
0,600172.XSHG,2013-10-25,19.22,21.0757,1.68,2.48,-57.29,600172.XSHG,1.97,1.95,0.99,10.97,33.04,89.24,12.33,10.97,2.42,11.18,6.95,85.24,12.46,99.07,94.93,13.78,128.12,26.51,-9.3,26.51,-9.3,1.8,-12.45,4.86,-15.7,4.86,-15.7,-1
0,600172.XSHG,2014-04-03,18.61,20.608,1.59,2.3,-12.5,600172.XSHG,3.31,3.27,1.67,17.65,35.97,81.35,20.57,17.65,5.75,9.62,5.48,91.3,9.41,98.71,160.83,47.27,253.45,5.68,6.32,5.68,6.32,45.46,77.36,40.07,71.08,40.07,71.08,-1
0,600172.XSHG,2014-04-25,17.54,15.8571,1.46,2.16,-11.78,600172.XSHG,2.73,2.71,1.32,15.02,34.29,84.18,16.49,15.02,2.03,7.09,6.35,95.2,4.01,99.3,70.16,8.83,55.82,9.16,2.58,9.16,2.58,15.08,-17.8,22.94,-12.7,22.94,-12.7,-1
0,600172.XSHG,2014-07-29,15.5,16.3407,1.49,2.15,-68.58,600172.XSHG,2.32,2.3,1.13,13.08,34.3,85.86,15.08,13.08,2.8,9.62,6.51,92.56,6.17,98.8,90.55,25.55,180.78,-2.7,-1.64,-2.7,-1.64,14.83,-10.03,7.84,-14.33,7.84,-14.33,-1
0,600172.XSHG,2014-10-30,18.44,19.7768,1.77,2.62,42.2,600172.XSHG,2.01,1.98,0.96,11.45,34.06,87.54,13.17,11.45,3.32,7.67,7.6,93.29,5.3,98.6,110.69,39.82,319.46,6.99,-0.26,6.99,-0.26,14.27,-12.88,11.64,-12.74,11.64,-12.74,-1
0,600172.XSHG,2015-04-03,18.01,19.7259,1.72,2.57,363.64,600172.XSHG,2.78,2.67,1.35,14.14,28.62,84.85,15.95,14.14,3.04,4.73,5.75,91.36,4.82,96.14,131.45,28.59,188.66,14.24,13.51,14.24,13.51,-11.42,37.48,-8.5,40.22,-8.5,40.22,1
0,600172.XSHG,2015-04-25,36.61,37.5803,2.4,5.23,739.24,600172.XSHG,1.96,1.95,1.06,14.17,33.14,85.72,15.37,14.17,2.49,5.65,7.79,92.34,7.05,99.53,89.1,-21.45,-150.25,0.48,-9.77,0.48,-9.77,-6.34,-13.08,-5.24,-9.6,-5.24,-9.6,1
0,600172.XSHG,2015-07-28,65.69,64.7476,4.11,8.7,19.61,600172.XSHG,1.6,1.35,0.84,10.81,34.34,89.77,12.45,10.81,2.36,9.79,6.93,80.54,17.48,84.61,67.54,37.02,361.88,9.27,6.97,9.27,6.97,-9.78,-13.34,-9.7,-18.37,-9.7,-18.37,-1
0,600172.XSHG,2015-10-29,46.87,45.1337,2.86,5.93,118.64,600172.XSHG,1.73,1.86,0.9,12.2,35.74,88.57,14.6,12.2,2.05,9.52,6.89,77.37,21.47,107.31,95.26,-5.36,-46.88,6.43,-2.85,6.43,-2.85,18.0,13.95,13.42,9.61,13.42,9.61,-1
0,600172.XSHG,2016-04-16,90.57,89.6944,5.61,11.61,-104.1,600172.XSHG,3.39,3.09,1.87,21.62,39.48,76.3,23.91,21.62,3.02,9.66,4.76,94.61,0.81,91.18,149.84,77.95,328.85,19.84,27.81,19.84,27.81,79.58,109.23,83.25,126.55,83.25,126.55,1
0,600172.XSHG,2016-04-30,57.25,46.125,3.54,7.34,-65.81,600172.XSHG,2.21,2.11,1.28,19.01,42.74,79.31,21.34,19.01,1.77,10.77,6.24,95.58,2.99,95.72,62.14,-13.23,-63.91,29.53,-2.47,29.53,-2.47,79.88,-12.93,73.83,-14.24,73.83,-14.24,1
0,600172.XSHG,2016-08-10,45.97,53.1302,3.16,7.54,-77.13,600172.XSHG,1.7466,1.6087,0.9843,12.9329,36.8809,85.6843,14.879,12.9329,1.6532,11.7339,5.608,92.657,3.6459,92.1049,91.9454,25.7214,179.6727,43.145,18.2102,43.145,18.2102,71.0847,-17.5793,71.2403,-19.5859,71.2403,-19.5859,-1
0,600172.XSHG,2016-10-27,45.37,58.0021,3.42,7.5,141.44,600172.XSHG,1.5529,1.4418,0.8657,13.2261,37.4577,84.5572,15.5962,13.2261,2.1792,14.1677,6.6219,96.9832,0.9635,92.8477,78.7221,0.7742,5.0135,29.338,-12.2244,29.338,-12.2244,38.1408,-7.9932,40.2383,-10.2346,40.6164,-9.9926,-1
0,600172.XSHG,2017-04-06,37.33,51.5446,2.94,6.18,60.37,600172.XSHG,2.3917,2.5805,1.339,17.5752,43.9089,77.8483,22.7768,17.5752,2.0874,11.3061,5.625,104.8285,2.9582,107.8949,132.0784,17.3459,78.305,20.2074,18.783,20.2074,18.783,14.5329,73.4711,-2.2912,57.8421,-2.4362,57.184,-1
0,600172.XSHG,2017-04-29,35.31,47.8546,2.78,5.84,57.1,600172.XSHG,2.2382,2.1853,1.2117,16.255,42.6809,82.2298,17.9763,16.255,2.3888,11.3545,6.2847,97.245,1.1278,97.636,69.4617,2.9318,16.4986,27.2645,3.2581,27.2645,3.2581,7.2052,-18.5047,8.8121,-4.4979,9.025,-4.1688,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,600173.XSHG,2006-04-24,-3.65,-3.4631,1.2,1.59,-70.14,600173.XSHG,-8.1,-8.1,-3.65,-142.67,-46.98,242.69,-142.69,-142.67,7.0,49.79,38.91,100.01,0.0,,51.25,-1.98,1.39,-44.55,-27.67,-44.55,-27.67,-26.72,30.48,-47.36,49.92,-47.36,49.92,-1
0,600173.XSHG,2006-08-26,-3.72,-3.7202,1.34,2.04,-182.86,600173.XSHG,-3.85,-3.85,-1.71,-26.55,-0.65,127.56,-27.56,-26.55,8.34,15.02,6.3,103.79,0.0,,57.67,2.13,-7.74,-36.54,150.67,-36.54,150.67,36.11,51.58,34.45,53.35,34.45,53.35,1
0,600173.XSHG,2006-10-25,-5.04,-5.0403,1.82,2.76,-247.75,600173.XSHG,-6.54,-6.54,-2.84,-45.57,1.95,145.42,-45.42,-45.57,9.06,19.44,14.93,99.68,0.0,,68.88,2.09,-4.61,-32.55,-4.03,-32.55,-4.03,1.02,-58.16,-6.33,-64.69,-6.33,-64.69,-1
0,600173.XSHG,2007-03-20,-5.49,-5.486,2.12,3.01,-269.66,600173.XSHG,21.46,21.46,10.23,37.11,36.14,74.92,25.08,37.11,2.61,4.79,1.59,54.02,0.0,,150.03,13.2,52.61,1295.37,701.89,1295.37,701.89,335.76,542.89,351.32,753.12,320.5,673.03,1
0,600173.XSHG,2007-04-18,-12.41,182.8758,1.81,6.8,-610.1,600173.XSHG,-3.35,-3.35,-1.37,-85.72,1.47,182.51,-82.51,-85.72,10.27,43.65,30.06,96.26,0.0,,91.68,-87.08,105.54,13.47,-94.12,13.47,-94.12,34.38,-119.35,31.82,-113.59,31.82,-115.48,1
0,600173.XSHG,2007-07-31,46.53,414.7543,9.27,6.51,780.38,600173.XSHG,-2.76,-2.76,-1.13,-21.14,14.23,120.82,-20.82,-21.14,7.95,13.31,7.35,98.5,0.0,,94.66,45.36,-217.88,48.97,229.09,48.97,229.09,-12.53,16.97,-18.57,18.86,-18.57,18.86,-1
0,600173.XSHG,2007-10-19,79.79,478.4072,16.06,10.28,1628.96,600173.XSHG,15.24,15.24,4.29,30.28,43.32,72.17,27.83,30.28,3.99,5.37,0.83,68.47,0.0,,217.07,-12.07,-43.39,496.87,284.54,496.87,284.54,465.7,614.02,496.68,650.97,498.58,653.61,-1
0,600173.XSHG,2008-01-22,14.37,460.627,7.45,3.32,9.86,600173.XSHG,8.94,8.94,2.78,19.31,39.63,69.77,30.23,19.31,1.37,1.56,0.23,103.25,0.0,,63.31,43.67,144.46,-26.4,-1.12,-26.4,-1.12,-11.32,7.4,-61.7,-36.94,-57.94,-39.53,-1
0,600173.XSHG,2008-04-23,17.87,25.6341,4.48,2.81,13.11,600173.XSHG,10.53,10.53,2.46,14.99,32.95,79.37,20.63,14.99,0.7,2.47,-0.01,99.86,0.0,,39.48,-35.58,-172.42,1258.87,8.6,1258.87,8.6,439.82,-25.86,337.58,-15.73,315.59,-20.63,-1
0,600173.XSHG,2008-08-08,7.01,15.9355,2.78,1.22,24.97,600173.XSHG,6.4,6.4,1.62,15.27,31.12,79.62,20.38,15.27,0.91,2.68,-0.12,101.71,0.0,,56.69,25.89,127.06,165.09,-35.8,165.09,-35.8,359.48,-36.6,291.51,-34.59,261.33,-39.28,-1
0,600173.XSHG,2008-10-27,4.67,13.2429,2.31,0.9,28.04,600173.XSHG,5.26,5.26,1.42,24.37,45.66,70.29,29.71,24.37,2.47,4.9,0.1,88.08,0.0,,73.41,-90.5,-304.58,-62.8,-46.03,-62.8,-46.03,-60.28,-21.31,-70.06,-13.86,-75.42,-15.66,1
0,600173.XSHG,2009-03-05,8.32,11.2372,2.67,1.31,-4.39,600173.XSHG,0.16,0.16,0.11,1.86,45.82,86.68,13.36,1.86,4.62,4.83,-0.5,182.35,0.62,,48.59,-11.34,-85.13,-59.84,6.74,-59.84,6.74,-82.25,-52.0,-96.14,-91.86,-98.77,-96.96,1
0,600173.XSHG,2009-04-15,18.98,18.9753,3.67,2.34,-25.77,600173.XSHG,4.9,4.9,1.9,17.99,41.56,74.43,25.57,17.99,2.07,4.56,-0.09,103.59,0.0,,77.75,18.74,73.27,-37.23,69.75,-37.23,69.75,-22.21,224.87,-24.66,1543.45,-47.21,3293.2,-1
0,600173.XSHG,2009-07-25,35.36,27.5448,5.75,4.03,32.6,600173.XSHG,10.45,10.45,3.01,20.66,42.58,70.97,29.03,20.66,2.71,2.47,0.01,102.36,0.0,,97.63,29.25,100.75,38.02,41.16,38.02,41.16,96.63,60.24,86.76,62.14,78.6,105.42,-1
0,600173.XSHG,2009-10-22,29.54,29.6067,6.73,3.85,24.18,600173.XSHG,5.32,5.32,1.11,12.88,49.29,74.23,25.77,12.88,4.43,4.78,-0.12,125.57,0.0,,148.45,21.56,83.66,46.92,-42.55,46.92,-42.55,27.4,-49.01,-22.35,-64.19,3.37,-51.18,1
0,600173.XSHG,2010-01-15,52.31,52.8583,4.31,6.41,139.33,600173.XSHG,3.83,3.83,1.2,9.58,31.43,85.19,14.82,9.58,2.46,3.4,0.32,94.4,0.05,,192.52,100.18,676.24,153.18,83.93,153.18,83.93,180.84,5.81,1206.11,36.86,4421.0,32.87,-1
0,600173.XSHG,2010-04-23,44.94,44.9395,4.93,5.88,7.46,600173.XSHG,2.21,2.21,1.16,16.75,46.82,76.06,23.94,16.75,3.33,8.3,1.17,95.6,0.0,,197.19,76.78,320.72,8.38,-27.34,8.38,-27.34,1.45,17.36,0.9,26.96,9.33,-17.94,1
0,600173.XSHG,2010-08-11,34.15,34.7404,3.63,4.46,4.78,600173.XSHG,4.84,4.84,2.22,29.42,60.24,60.32,39.68,29.42,3.76,4.27,0.46,100.64,0.0,,150.33,63.76,160.69,-12.7,13.71,-12.7,13.71,19.32,88.46,24.32,99.78,19.31,124.18,-1
0,600173.XSHG,2010-10-23,33.26,36.2809,3.7,4.84,5.04,600173.XSHG,2.31,2.31,2.57,11.01,44.46,76.41,23.59,11.01,1.02,1.96,0.44,100.06,0.0,,51.03,24.5,103.87,363.74,205.16,363.74,205.16,324.51,81.4,296.33,14.18,18.19,-51.64,-1
0,600173.XSHG,2011-04-08,29.38,33.0406,3.2,2.69,3.42,600173.XSHG,11.29,11.29,4.39,17.57,39.44,75.87,24.13,17.57,1.07,2.44,-0.02,100.18,0.0,,115.79,-20.68,-85.7,158.27,2.43,158.27,2.43,320.54,4.82,373.45,63.48,345.84,401.19,-1
0,600173.XSHG,2011-04-28,30.23,17.1722,3.19,2.77,3.52,600173.XSHG,2.91,2.91,1.01,14.84,46.53,76.8,23.2,14.84,2.78,9.96,0.26,100.29,0.0,,81.37,123.13,530.63,6.65,-69.99,6.65,-69.99,3.37,-71.15,-5.5,-74.66,50.51,-72.3,-1
0,600173.XSHG,2011-08-02,13.8,14.5159,2.69,1.77,14.31,600173.XSHG,3.63,3.63,1.42,17.25,40.68,80.02,19.98,17.25,2.2,6.35,0.25,101.3,0.0,,44.6,-41.11,-205.78,7.58,14.7,7.58,14.7,-45.83,-1.24,-36.94,33.31,-16.27,24.7,-1
0,600173.XSHG,2011-10-25,11.48,11.6449,2.13,1.41,-399.58,600173.XSHG,1.12,1.12,0.32,6.84,37.46,88.39,11.61,6.84,5.15,10.58,0.05,101.13,0.0,,93.46,-198.37,-1708.76,-79.73,-42.5,-79.73,-42.5,-90.02,-66.59,-87.4,-77.19,-46.27,-68.96,-1
0,600173.XSHG,2012-04-07,10.56,10.1692,1.86,1.75,-6.12,600173.XSHG,2.15,2.15,0.86,10.63,32.71,90.13,10.1,10.63,2.63,3.65,1.76,96.33,2.19,,49.62,-50.56,-512.07,-67.69,63.25,-67.69,63.25,-86.48,42.0,-80.46,153.56,-79.22,93.8,1
0,600173.XSHG,2012-04-28,10.73,19.7926,1.86,1.78,-6.22,600173.XSHG,1.5,1.5,0.71,12.14,42.08,81.43,18.57,12.14,2.68,10.87,0.91,99.57,0.0,,56.44,-48.4,-260.56,-30.19,-35.16,-30.19,-35.16,-44.12,19.27,-42.89,-25.92,-47.83,-30.44,-1
0,600173.XSHG,2012-07-25,27.54,23.6483,2.38,3.64,-2.97,600173.XSHG,1.8,1.8,0.83,12.06,37.72,79.81,19.91,12.06,2.67,5.5,1.29,102.1,-1.42,,97.39,-21.04,-104.19,-27.24,19.55,-27.24,19.55,-27.49,28.15,-49.11,18.79,-49.74,20.12,-1
0,600173.XSHG,2012-10-26,26.72,18.0447,1.81,3.04,-3.4,600173.XSHG,0.8,0.8,0.38,4.59,25.71,92.16,7.84,4.59,1.9,4.95,1.77,102.65,0.0,,72.55,16.11,205.51,47.84,16.83,47.84,16.83,-0.15,-54.0,-0.9,-55.58,-27.98,-55.53,-1
0,600173.XSHG,2013-03-13,32.52,20.9236,2.06,3.22,-4.36,600173.XSHG,1.01,1.01,0.46,12.08,37.34,103.57,-2.88,12.08,7.18,10.41,3.7,113.98,-22.2,,141.07,54.47,-1523.71,-54.54,-49.8,-54.54,-49.8,-112.96,-118.43,-48.31,32.26,-52.78,27.09,-1
0,600173.XSHG,2013-04-25,32.91,32.9122,1.7,3.19,-13.78,600173.XSHG,1.64,1.63,0.68,12.54,36.15,83.5,16.5,12.54,2.39,8.18,1.22,99.73,0.0,99.79,119.31,-27.72,-168.01,2.91,46.79,2.91,46.79,-8.6,941.24,6.3,52.33,8.96,60.49,-1
0,600173.XSHG,2013-07-30,26.84,27.5408,1.4,2.65,32.57,600173.XSHG,2.33,2.39,0.98,12.25,34.33,82.02,17.98,12.25,2.39,4.59,-0.37,102.03,0.0,102.23,106.28,-10.19,-56.65,28.45,49.22,28.45,49.22,16.0,62.65,30.42,45.74,29.15,42.39,-1
0,600173.XSHG,2013-10-25,26.99,30.4707,1.54,2.72,-36.75,600173.XSHG,0.92,1.27,0.36,4.75,34.09,87.62,12.16,4.75,2.26,5.37,0.09,121.25,-2.19,138.21,87.76,6.55,52.87,7.29,-2.43,7.29,-2.43,66.36,-34.02,11.12,-62.16,14.92,-60.43,-1
0,600173.XSHG,2014-04-10,23.82,27.4431,1.39,2.39,6.52,600173.XSHG,-0.37,-0.53,-0.18,-2.18,17.84,111.65,-11.47,-2.18,3.18,6.59,0.29,104.79,-1.64,,94.53,1.07,-9.18,132.37,8.72,132.37,8.72,-825.85,-202.56,-141.99,-149.97,-136.44,-140.29,1
0,600173.XSHG,2014-04-29,27.89,36.4767,1.6,2.8,7.63,600173.XSHG,1.74,1.65,0.62,10.11,35.26,85.39,14.61,10.11,3.37,8.2,0.35,96.21,0.0,94.71,157.09,7.86,53.81,27.9,-19.2,27.9,-19.2,13.25,202.9,3.12,474.13,8.54,578.09,1
