,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,600139.XSHG,2008-10-25,40.53,19.8485,-9.41,9.17,287.08,600139.XSHG,0.53,0.53,-0.19,-1.75,13.86,100.44,-0.44,-1.75,3.86,7.05,-0.02,32.28,0.0,,114.0,-20.65,4686.5,670.19,222.0,670.19,222.0,94.52,-145.91,78.25,-102.02,76.64,-102.11,1
0,600139.XSHG,2009-04-27,51.37,27.2602,7.79,9.88,805.27,600139.XSHG,427.4,427.4,28.37,42.32,55.95,63.48,39.63,42.32,1.58,8.88,2.67,95.05,8.1,,21.43,2.9,7.95,-6.05,538.23,-6.05,538.23,-15.01,57512.0781,-4.66,15548.8701,-4.57,14869.5703,1
0,600139.XSHG,2009-04-27,105.45,23.7357,15.45,20.28,1653.1899,600139.XSHG,3.44,3.44,1.88,40.76,77.83,48.96,51.04,40.76,0.8,24.0,-0.14,100.0,0.0,,245.72,70.44,138.01,-51.12,-93.1,-51.12,-93.1,-21.31,-91.12,-16.71,-93.36,-16.71,-93.35,1
0,600139.XSHG,2009-07-30,36.59,36.2101,13.6,16.53,104.29,600139.XSHG,11.31,11.31,7.35,74.09,68.99,55.9,44.1,74.09,6.83,14.96,1.36,39.92,0.0,,273.85,245.7,557.17,2.25,148.15,2.25,148.15,-10.19,114.4,-34.23,351.06,-34.24,351.06,1
0,600139.XSHG,2009-10-26,79.78,69.2116,21.85,31.49,193.4,600139.XSHG,16.29,16.29,9.89,46.56,85.66,28.18,55.11,46.56,2.72,7.51,0.23,129.78,-30.2,,58.22,35.22,49.03,958.79,157.09,958.79,157.09,273.14,221.28,289.05,61.55,288.8,61.55,-1
0,600139.XSHG,2010-01-30,51.27,74.1838,19.62,23.88,49.28,600139.XSHG,17.32,17.32,11.31,72.76,83.95,30.25,94.87,72.76,3.28,9.82,0.64,73.52,26.49,,36.53,-13.78,-19.75,-66.11,-23.0,-66.11,-23.0,-18.87,32.57,-48.94,20.34,-48.95,20.34,1
0,600139.XSHG,2010-04-24,70.49,70.4869,19.9,41.94,52.44,600139.XSHG,4.62,4.62,3.12,44.12,84.06,45.58,54.79,44.12,5.07,24.31,1.39,99.6,0.66,,209.82,53.18,97.72,217.87,-35.29,217.87,-35.29,241.22,-62.63,244.1,-60.76,244.1,-60.76,-1
0,600139.XSHG,2010-08-07,47.22,52.5656,13.26,27.26,45.82,600139.XSHG,6.19,6.19,4.37,33.91,86.89,36.14,41.12,33.91,3.05,14.98,1.12,155.19,-55.26,,149.87,166.48,260.71,137.09,85.09,137.09,85.09,121.07,38.9,8.52,42.25,8.57,42.32,1
0,600139.XSHG,2010-10-23,70.75,80.0211,19.65,34.56,74.13,600139.XSHG,2.52,2.52,1.98,57.03,88.23,63.1,76.11,57.03,4.43,46.92,-0.07,52.14,55.41,,121.79,11.35,30.75,-77.29,-75.38,-77.29,-75.38,-68.64,-54.42,-72.19,-58.59,-72.2,-58.63,-1
0,600139.XSHG,2011-02-25,103.3,91.6457,18.23,52.23,-162.81,600139.XSHG,23.12,23.12,17.56,89.91,84.66,31.74,82.11,89.91,2.61,8.88,-0.52,83.14,16.86,,73.1,-97.09,-142.23,93.28,555.45,93.28,555.45,67.28,607.06,65.9,933.41,65.9,933.77,-1
0,600139.XSHG,2011-04-25,65.06,65.0604,18.29,41.5,-310.18,600139.XSHG,3.17,3.17,2.53,41.63,82.11,40.45,59.55,41.63,2.53,16.91,1.33,99.93,0.0,,133.38,23.81,39.98,7.21,-64.11,7.21,-64.11,16.53,-73.97,1.15,-83.38,1.16,-83.38,-1
0,600139.XSHG,2011-08-22,59.22,59.2971,15.69,37.4,-873.36,600139.XSHG,7.37,7.37,5.87,52.81,87.61,28.06,71.94,52.81,2.35,11.41,0.1,99.88,0.0,,111.93,68.04,94.57,9.47,88.98,9.47,88.98,91.53,128.3,70.46,139.73,70.66,140.12,-1
0,600139.XSHG,2011-10-31,46.54,51.7404,5.28,31.76,-151.24,600139.XSHG,15.03,15.03,10.79,386.9,83.41,55.22,44.78,386.9,5.2,30.67,0.98,11.13,0.0,,135.89,72.14,161.11,125.32,-49.32,125.32,-49.32,32.56,-68.45,1428.72,271.34,1439.36,273.16,-1
0,600139.XSHG,2012-03-23,18.17,37.1169,3.79,20.95,9.13,600139.XSHG,6.55,6.55,5.01,35.97,58.54,75.72,24.5,35.97,2.26,29.62,-0.74,52.18,0.48,,103.6,122.89,506.17,72.58,402.01,72.58,402.01,-48.5,174.71,-30.95,-53.33,-32.1,-54.4,-1
0,600139.XSHG,2012-04-23,25.91,25.9144,4.55,20.5,13.07,600139.XSHG,1.28,1.28,1.12,23.46,68.69,71.7,28.3,23.46,5.98,36.94,-2.88,86.44,0.0,,182.81,76.41,269.99,151.57,-47.68,151.57,-47.68,19.56,-39.57,41.75,-65.88,20.52,-70.5,-1
0,600139.XSHG,2012-08-25,24.33,24.6366,4.27,16.58,11.15,600139.XSHG,3.92,3.92,3.19,35.39,74.19,51.96,48.21,35.39,2.59,23.05,-3.68,100.49,0.35,,131.24,57.71,120.12,154.55,91.22,154.55,91.22,70.58,225.74,70.58,188.49,57.29,213.4,1
0,600139.XSHG,2012-10-27,24.92,27.3174,4.54,14.29,10.97,600139.XSHG,3.71,3.71,3.17,42.85,67.13,58.47,41.53,42.85,3.88,22.2,-3.68,80.22,0.0,,102.95,51.14,123.14,318.85,-16.6,318.85,-16.6,288.5,-28.16,-53.61,0.98,-59.12,-3.03,-1
0,600139.XSHG,2013-04-18,33.28,25.7625,3.94,10.92,306.32,600139.XSHG,3.75,3.75,2.95,32.71,71.45,61.73,38.27,32.71,2.88,27.89,-1.99,101.36,0.0,,124.71,29.53,77.17,3.16,23.64,3.16,23.64,61.11,13.92,-24.07,-5.61,-25.42,3.12,-1
0,600139.XSHG,2013-04-27,29.47,30.2069,3.49,9.67,271.26,600139.XSHG,0.34,0.35,0.25,6.16,59.5,88.0,12.0,6.16,4.96,37.01,2.28,100.13,0.0,100.26,148.61,48.76,406.27,5.39,-46.55,5.39,-46.55,-55.3,-83.23,-72.32,-89.93,-69.13,-90.15,-1
0,600139.XSHG,2013-08-31,22.87,21.333,2.45,6.71,9.13,600139.XSHG,0.96,0.96,0.87,15.56,62.31,76.3,23.7,15.56,2.35,30.93,2.42,100.13,0.0,100.27,83.29,2.1,8.88,-27.6,31.36,-27.6,31.36,-64.41,159.39,-68.16,231.93,-74.74,156.47,-1
0,600139.XSHG,2013-10-30,46.93,33.1176,4.54,11.34,78.91,600139.XSHG,-0.6,-0.6,-0.54,-17.28,52.7,117.81,-17.81,-17.28,6.1,55.15,2.17,100.47,0.0,,129.86,21.99,-123.42,-51.61,-44.26,-51.61,-44.26,-120.75,-141.89,-119.51,-161.87,-116.14,-161.95,-1
0,600139.XSHG,2014-03-12,72.12,26.1959,3.79,10.39,25.19,600139.XSHG,-4.64,-4.61,-3.29,-55.35,55.74,147.24,-47.24,-55.35,4.64,67.46,5.52,99.22,0.0,,109.22,9.43,-19.96,-26.28,88.36,-26.28,88.36,-190.99,-399.45,-224.74,-503.46,-218.89,-659.61,1
0,600139.XSHG,2014-04-21,-95.7,-95.6973,4.17,12.75,36.33,600139.XSHG,0.27,0.08,0.13,5.17,50.7,95.5,23.03,5.17,4.28,45.64,4.02,53.74,221.5,30.17,121.0,-62.8,-1396.78,-35.37,-53.13,-35.37,-53.13,24.0,122.85,-45.79,104.37,-38.68,105.08,1
0,600139.XSHG,2014-07-22,-156.06,-162.0395,7.08,23.47,-28.41,600139.XSHG,0.04,-1.81,0.02,0.6,44.06,118.75,-17.13,0.6,6.33,36.84,3.64,-280.42,24.25,-4870.8198,124.45,22.84,-121.8,-25.73,50.94,-25.73,50.94,-153.67,-212.28,-97.13,-82.41,-96.66,-86.05,-1
0,600139.XSHG,2014-10-28,-138.0,-177.1867,7.76,27.98,-34.37,600139.XSHG,-0.19,-0.12,-0.27,-5.33,53.73,99.9,0.2,-5.33,4.23,36.25,5.3,-18.53,-17.41,,90.82,20.18,19235.4902,80.28,35.3,80.28,35.3,102.06,101.61,44.36,-1298.49,71.88,-622.22,-1
0,600139.XSHG,2015-04-30,-122.05,-142.9001,6.2,19.5,-13.57,600139.XSHG,1.13,0.96,0.35,8.63,48.71,96.24,6.33,8.63,4.25,35.11,6.23,33.71,23.02,84.52,63.38,34.33,912.65,37.48,43.65,37.48,43.65,118.42,4367.8799,121.44,332.52,121.69,685.91,1
0,600139.XSHG,2015-04-30,-157.86,650.0656,8.15,25.22,-17.55,600139.XSHG,-1.66,-1.5,-0.15,-3.61,42.36,100.8,-0.8,-3.61,4.81,21.51,15.68,50.7,0.0,,212.54,-83.36,10431.4502,322.83,44.14,322.83,44.14,-114.67,-118.2,-395.4,-160.27,-724.61,-246.34,1
0,600139.XSHG,2015-08-31,-1665.27,913.5611,11.23,22.12,-40.58,600139.XSHG,2.22,-5.2,0.34,6.4,12.12,120.41,6.82,6.4,4.09,25.95,1.62,-227.73,303.81,-234.05,189.64,82.56,-404.51,259.05,28.17,259.05,28.17,242.94,1193.74,3718.04,327.32,5953.8599,235.2,-1
0,600139.XSHG,2015-10-31,744.94,913.5611,11.23,16.2,-2041.12,600139.XSHG,-0.32,-0.43,0.03,0.44,29.55,99.18,0.82,0.44,4.13,18.72,4.63,57.4,-0.17,,116.17,31.08,3799.4399,199.87,13.0,199.87,13.0,1101.71,-86.49,125.0,-92.15,-65.17,-114.25,-1
0,600139.XSHG,2016-04-29,671.51,755.3812,9.33,10.47,38.02,600139.XSHG,-23.5,-10.58,-3.89,-57.24,24.08,133.15,-36.51,-57.24,6.45,22.12,4.69,56.45,5.72,,-116.47,24.9,-75.11,172.19,30.39,172.19,30.39,-1670.11,-5937.5601,-1905.12,-16888.75,-1967.63,-6525.0801,-1
0,600139.XSHG,2016-04-30,385.14,-25.7528,5.35,6.01,21.81,600139.XSHG,-4.44,-4.53,-0.54,-16.73,28.48,115.16,-15.3,-16.73,8.31,28.95,7.84,102.2,1.01,,161.18,46.77,-308.58,-1.85,-48.03,-1.85,-48.03,-1779.6801,78.21,-354.96,84.81,-108.01,83.7,-1
0,600139.XSHG,2016-08-31,-27.84,-30.2209,8.32,5.57,44.12,600139.XSHG,-7.5616,-5.2896,-1.0455,-31.4465,23.1264,122.4867,-9.4184,-31.4465,6.1518,27.663,12.471,74.7304,-43.4303,69.9538,-37.1776,-266.2025,1183.8193,-25.5408,-2.7603,-25.5408,-2.7603,-202.8388,40.1606,-465.8256,-82.7847,-346.5316,-60.2351,-1
0,600139.XSHG,2016-10-31,-19.86,-28.9443,8.61,5.66,-40.09,600139.XSHG,-13.5516,-11.4476,-1.7948,-71.4468,26.1906,160.6396,-57.2202,-71.4468,9.1442,50.6477,16.2929,86.5943,-4.8829,84.4741,153.6135,79.3698,-130.8879,-53.2899,-29.1147,-53.2899,-29.1147,-3377.3521,-330.656,-7607.4741,-61.0523,-2689.3159,-61.2038,-1
0,600139.XSHG,2017-04-22,-14.57,-27.4468,9.29,6.24,-58.17,600139.XSHG,26.8539,-13.1569,1.5805,56.3954,27.2908,164.2001,272.2,56.3954,7.2255,26.3918,41.5447,-97.3932,510.3276,-48.9944,86.1924,130.4944,-203.2621,-63.2467,2.597,-63.2467,2.597,374.0094,588.0605,136.2136,180.9834,188.758,310.8148,-1
0,600139.XSHG,2017-04-29,-16.86,-31.0802,10.75,7.22,-67.29,600139.XSHG,-3.3664,-3.3764,-0.6116,-76.2763,36.7622,174.3689,-75.3449,-76.2763,13.0736,71.9784,26.6046,99.08,1.3004,100.2969,147.6131,44.3852,-59.6824,-81.2993,-73.5562,-81.2993,-73.5562,7.9379,-107.3196,14.7348,-135.7659,24.5122,-113.8626,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,600141.XSHG,2006-04-22,28.72,28.7171,1.82,0.79,86.7,600141.XSHG,0.81,0.81,0.19,1.58,17.14,97.48,2.91,1.58,3.96,3.03,7.19,87.56,13.57,,97.21,-12.81,-508.59,15.46,-29.03,15.46,-29.03,5.77,-71.96,22.78,-74.16,21.05,-74.98,-1
0,600141.XSHG,2006-08-22,27.03,27.0335,1.75,0.74,81.62,600141.XSHG,1.74,1.74,0.39,2.34,21.5,96.56,3.06,2.34,6.19,4.24,5.74,113.45,-12.43,,73.95,32.59,948.08,40.72,43.25,40.72,43.25,43.1,50.7,105.06,111.94,103.63,113.48,-1
0,600141.XSHG,2006-10-27,32.04,32.0362,2.07,0.88,96.72,600141.XSHG,2.42,2.42,0.55,3.63,23.43,94.63,5.37,3.63,7.71,5.12,4.63,101.37,0.05,,169.39,13.09,243.97,10.19,-9.48,10.19,-9.48,60.48,58.81,50.08,40.42,49.62,40.97,-1
0,600141.XSHG,2007-03-27,34.39,34.3932,2.17,0.94,103.84,600141.XSHG,3.24,3.24,0.83,3.41,19.05,94.85,5.24,3.41,4.87,5.06,4.0,96.58,1.55,,62.22,20.09,389.88,52.26,65.46,52.26,65.46,8.28,61.33,19.58,55.5,7.1,42.22,1
0,600141.XSHG,2007-04-21,63.96,50.7288,3.59,1.76,193.09,600141.XSHG,0.89,0.89,0.24,1.99,15.22,97.28,2.72,1.99,3.32,3.16,5.36,79.34,0.0,,85.35,-1.63,-60.17,17.97,-45.01,17.97,-45.01,10.15,-71.47,48.49,-67.92,48.09,-65.4,1
0,600141.XSHG,2007-08-07,68.4,75.0665,3.89,1.92,13.96,600141.XSHG,1.57,1.57,0.47,2.71,20.4,96.39,4.19,2.71,5.75,2.6,6.83,83.4,13.47,,92.22,42.85,1187.86,21.39,47.39,21.39,47.39,66.14,127.28,40.6,100.68,21.03,74.47,-1
0,600141.XSHG,2007-10-23,73.33,83.7801,4.41,2.04,15.86,600141.XSHG,4.66,4.66,1.37,8.12,26.24,90.96,9.95,8.12,8.38,2.01,5.94,85.04,8.57,,77.56,9.95,110.02,30.91,-2.38,30.91,-2.38,142.57,131.87,193.3,192.93,160.68,203.64,1
0,600141.XSHG,2008-03-25,73.49,119.7359,6.06,2.74,33.66,600141.XSHG,3.6,3.6,0.97,5.63,16.82,95.56,7.53,5.63,4.63,2.18,6.29,61.65,42.98,,135.46,24.56,553.58,-20.74,0.18,-20.74,0.18,13.98,-24.19,30.96,-30.56,43.7,-21.6,1
0,600141.XSHG,2008-04-22,68.34,68.3363,5.88,3.04,39.38,600141.XSHG,3.94,3.94,1.31,7.11,17.82,95.99,8.26,7.11,3.45,2.84,6.74,47.93,50.72,,96.07,8.12,202.33,67.72,16.35,67.72,16.35,409.94,27.64,499.57,46.89,447.66,31.87,1
0,600141.XSHG,2008-07-22,65.31,89.2781,7.19,3.53,-80.47,600141.XSHG,11.44,11.44,3.86,13.67,25.5,85.71,19.52,13.67,3.23,2.26,3.83,78.98,28.88,,99.94,21.8,152.49,76.24,54.89,76.24,54.89,721.14,265.99,789.53,197.74,843.05,200.43,-1
0,600141.XSHG,2008-10-21,17.57,45.2012,3.64,1.51,-32.66,600141.XSHG,13.89,13.89,4.64,18.71,38.09,75.91,26.09,18.71,4.42,2.19,4.12,99.08,8.23,,94.67,8.11,33.67,65.3,-8.44,65.3,-8.44,333.35,22.37,280.76,25.39,309.62,31.89,1
0,600141.XSHG,2009-02-28,8.19,32.1071,2.17,0.95,-30.59,600141.XSHG,2.28,2.28,0.54,2.89,28.25,96.96,2.58,2.89,7.19,7.06,3.66,-251.33,38.73,,124.04,47.58,1563.0601,19.22,-27.74,19.22,-27.74,-60.04,-92.87,-40.35,-88.83,-15.51,-83.39,-1
0,600141.XSHG,2009-04-24,14.66,14.6586,3.75,1.62,-26.63,600141.XSHG,1.72,1.72,0.7,4.04,14.17,96.48,3.98,4.04,3.15,2.13,4.05,65.74,8.63,,76.5,19.94,566.99,0.12,-2.29,0.12,-2.29,-51.77,50.99,-43.17,36.26,-42.79,-13.07,-1
0,600141.XSHG,2009-07-11,14.34,13.6256,3.51,1.5,-51.08,600141.XSHG,4.05,4.05,1.37,5.07,15.28,94.32,6.26,5.07,3.04,2.53,2.84,89.0,8.94,,64.76,-3.89,-68.45,4.66,61.91,4.66,61.91,-65.87,154.54,-60.2,103.39,-54.19,134.98,1
0,600141.XSHG,2009-10-27,19.17,14.6808,3.6,1.6,-38.43,600141.XSHG,4.04,4.04,1.4,4.87,11.68,96.03,4.81,4.87,3.0,1.86,2.1,72.26,15.37,,89.1,9.91,249.77,28.63,12.53,28.63,12.53,-76.61,-13.48,-67.2,8.03,-65.87,2.38,1
0,600141.XSHG,2010-04-27,46.54,21.3195,5.05,2.15,-1652.88,600141.XSHG,2.21,2.21,0.8,4.05,19.25,97.62,3.5,4.05,5.73,4.62,4.72,74.75,35.4,,135.51,28.56,1201.49,20.34,-32.4,20.34,-32.4,345.47,-50.77,285.44,-43.69,81.39,-44.33,-1
0,600141.XSHG,2010-04-27,42.61,41.4725,4.49,1.96,-1513.08,600141.XSHG,2.55,2.55,0.81,3.73,12.56,96.06,4.66,3.73,2.13,2.57,3.03,86.28,15.71,,97.22,1.56,39.54,58.35,28.57,58.35,28.57,85.3,70.92,46.38,18.3,64.49,22.82,-1
0,600141.XSHG,2010-07-27,30.35,33.1069,2.85,1.37,15.61,600141.XSHG,4.21,4.21,1.46,4.77,15.64,93.33,7.08,4.77,1.94,1.89,2.8,113.38,6.9,,113.37,1.63,24.5,48.35,49.63,48.35,49.63,61.77,127.38,45.13,91.53,44.99,86.92,1
0,600141.XSHG,2010-10-23,43.59,53.4126,4.52,1.97,46.09,600141.XSHG,4.35,4.35,1.29,4.89,14.58,94.04,6.08,4.89,2.77,1.53,2.86,93.64,1.97,,121.72,8.18,137.38,27.74,0.76,27.74,0.76,45.58,-13.38,17.41,3.29,18.64,4.32,-1
0,600141.XSHG,2011-03-29,40.71,52.7811,4.33,1.81,74.31,600141.XSHG,1.91,1.91,0.65,2.52,17.27,94.1,6.24,2.52,3.68,3.2,3.28,173.06,10.09,,116.28,19.37,328.31,75.75,-0.46,75.75,-0.46,224.82,2.18,12.94,-48.67,-6.99,-55.27,-1
0,600141.XSHG,2011-04-21,44.73,44.7262,4.7,1.75,180.66,600141.XSHG,2.23,2.23,0.61,2.85,10.78,97.21,2.97,2.85,1.6,1.92,3.06,73.76,4.85,,120.62,9.57,343.54,57.95,7.61,57.95,7.61,-2.02,-48.84,17.21,21.68,13.13,36.62,-1
0,600141.XSHG,2011-07-26,40.61,41.5955,4.27,1.47,-29.42,600141.XSHG,4.3,4.3,1.11,4.0,13.33,94.51,5.47,4.0,1.58,1.87,2.3,105.12,-0.38,,96.81,5.71,104.04,51.76,38.5,51.76,38.5,18.1,155.03,28.89,94.15,27.98,95.03,-1
0,600141.XSHG,2011-10-29,37.71,41.9943,4.11,1.32,44.3,600141.XSHG,4.44,4.44,1.01,4.14,15.36,93.79,6.11,4.14,2.32,2.23,3.02,108.75,-1.79,,130.74,6.31,101.69,37.78,-7.13,37.78,-7.13,38.33,3.76,16.55,-3.88,25.91,5.64,-1
0,600141.XSHG,2012-04-06,28.34,34.078,3.34,0.99,22.32,600141.XSHG,2.24,2.24,0.62,2.95,15.44,95.54,5.12,2.95,3.06,4.8,2.84,124.76,18.61,,60.46,13.43,301.27,19.96,-13.33,19.96,-13.33,-1.59,-27.31,40.1,-38.3,43.04,-49.18,-1
0,600141.XSHG,2012-04-17,32.39,30.7053,3.76,1.13,25.5,600141.XSHG,3.39,3.39,0.73,3.15,12.97,95.61,4.53,3.15,1.15,2.54,3.35,103.92,3.18,,101.76,1.93,43.84,53.65,37.84,53.65,37.84,134.4,21.86,69.84,47.51,70.93,63.27,-1
0,600141.XSHG,2012-08-07,29.12,32.529,3.83,1.04,15.58,600141.XSHG,4.72,4.72,0.85,3.21,12.6,96.09,3.92,3.21,1.53,2.02,3.33,98.52,0.31,,107.49,5.01,128.1,36.07,22.64,36.07,22.64,-2.33,6.27,9.19,24.82,24.96,42.57,-1
0,600141.XSHG,2012-10-23,26.04,31.1769,3.51,0.91,24.29,600141.XSHG,4.64,4.64,1.08,4.07,12.56,95.69,5.16,4.07,1.66,1.93,3.59,85.5,16.79,,115.81,3.22,74.69,53.43,4.72,53.43,4.72,29.54,37.62,50.88,32.82,17.14,-0.97,-1
0,600141.XSHG,2013-04-02,26.91,33.788,2.29,0.88,43.87,600141.XSHG,1.61,1.61,0.54,2.71,12.68,99.6,2.68,2.71,2.98,3.51,5.0,13.99,79.11,,5.35,6.93,1724.3199,44.35,-18.46,44.35,-18.46,-24.56,-57.67,32.67,-45.75,6.65,-53.73,-1
0,600141.XSHG,2013-04-26,27.34,27.0915,2.33,0.89,44.57,600141.XSHG,2.11,2.04,0.57,3.2,11.52,97.36,3.7,3.2,1.51,2.46,3.71,68.63,27.54,96.49,91.03,4.49,170.18,18.96,13.6,18.96,13.6,-2.85,56.93,20.8,34.31,10.78,69.59,-1
0,600141.XSHG,2013-07-23,16.17,16.5535,1.41,0.49,17.06,600141.XSHG,0.24,0.13,0.05,0.23,8.66,100.7,0.41,0.23,1.5,1.52,4.62,-140.3,222.7,54.5,95.49,3.59,-511.61,22.11,25.88,22.11,25.88,-87.16,-85.96,-91.15,-90.85,-91.22,-88.71,-1
0,600141.XSHG,2013-10-26,26.12,19.1843,1.64,0.53,77.74,600141.XSHG,1.45,0.97,0.36,1.82,9.05,100.62,1.35,1.82,2.75,1.84,4.47,-30.29,96.21,66.51,51.36,5.06,-815.95,9.68,-5.93,9.68,-5.93,-71.28,207.88,-51.09,633.85,-46.09,508.35,-1
0,600141.XSHG,2014-04-15,31.29,18.4453,1.61,0.5,-199.28,600141.XSHG,-2.06,-2.46,-0.42,-2.66,11.6,103.55,-2.06,-2.66,4.87,2.71,5.75,221.27,-93.02,,156.15,-6.52,183.62,3.63,-22.68,3.63,-22.68,-187.23,-217.8,-226.78,-213.34,-301.71,-240.29,-1
0,600141.XSHG,2014-04-25,28.08,80.2552,1.44,0.45,-178.84,600141.XSHG,0.45,0.29,0.16,1.1,11.31,99.73,1.13,1.1,2.29,1.76,5.89,18.82,61.54,64.44,92.57,10.7,4036.6201,-5.79,2.97,-5.79,2.97,-71.15,156.65,-67.65,142.52,-79.11,121.68,-1
