,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,000776.XSHE,2006-04-12,31.87,31.8652,2.2,5.79,-226.59,000776.XSHE,1.75,1.75,0.94,,0.0,,,,,13.8618,,,0.0,,,82.06,,,,,,72.31,115.63,74.83,451.2,73.18,752.68,1,1,1
0,000776.XSHE,2006-08-04,95.12,95.1234,6.34,17.28,-676.42,000776.XSHE,3.31,3.31,2.04,,0.0,,,,,-5.19,,,0.0,,,65.56,,,,,,7.35,117.98,5.52,117.72,6.28,92.9,-1,1,1
0,000776.XSHE,2006-10-18,95.12,95.1234,6.34,17.28,-676.42,000776.XSHE,0.04,0.04,-0.39,,0.0,,,,,23.4282,,,0.0,,,-2.25,,,,,,-109.03,-106.2,-128.01,-119.36,-98.57,-98.91,-1,-1,-1
0,000776.XSHE,2007-03-16,124.51,124.5102,8.29,22.61,-885.39,000776.XSHE,-0.03,-0.03,0.38,,0.0,,,,,25.6361,,,0.0,,,72.36,,,,,,-36.61,317.49,130.21,199.08,-113.18,-173.24,-1,-1,-1
0,000776.XSHE,2007-04-17,124.51,173.4975,7.9,22.61,-885.39,000776.XSHE,0.84,0.84,0.29,,0.0,,,,,22.5462,,,0.0,,,85.27,,,,,,-52.54,61.45,-68.15,-23.74,-47.18,3518.1101,-1,-1,-1
0,000776.XSHE,2007-07-20,201.49,173.4975,7.87,23.05,111.29,000776.XSHE,2.93,2.93,1.83,,0.0,,,,,12.912,,,0.0,,,46.69,,,,,,-8.98,318.07,-8.9,522.75,-2.51,256.03,-1,-1,-1
0,000776.XSHE,2007-10-17,205.53,173.4975,7.58,23.69,143.91,000776.XSHE,1.33,1.33,0.73,,0.0,,,,,15.4028,,,0.0,,,-32.77,,,,,,691.78,-59.69,285.85,-60.5,3951.3701,-54.55,1,1,1
0,000776.XSHE,2008-04-08,152.78,173.4975,7.52,25.34,-88.49,000776.XSHE,-0.57,-0.57,-0.02,,0.0,,,,,13.8586,,,0.0,,,11.2,,,,,,-79.66,-92.52,-106.47,-103.45,-2271.78,-142.88,1,1,1
0,000776.XSHE,2008-04-15,152.78,171.2907,7.58,25.34,-88.49,000776.XSHE,0.89,0.89,0.62,,0.0,,,,,12.0837,,,0.0,,,73.09,,,,,,35.33,974.05,94.76,2396.4399,10.5,259.25,-1,1,1
0,000776.XSHE,2008-08-07,168.07,171.2907,7.43,27.07,-134.46,000776.XSHE,1.87,1.87,1.31,,0.0,,,,,5.5521,,,0.0,,,64.98,,,,,,-32.89,107.32,-33.77,111.77,-34.27,111.77,1,1,1
0,000776.XSHE,2008-10-18,215.01,171.2907,7.43,27.68,-330.91,000776.XSHE,2.34,2.34,1.66,,0.0,,,,,11.2848,,,0.0,,,48.5,,,,,,21.52,-27.0,113.1,27.1,83.79,27.1,1,1,1
0,000776.XSHE,2009-04-08,164.09,171.2907,7.28,28.51,110.69,000776.XSHE,-0.25,-0.25,-0.18,,0.0,,,,,29.9179,,,0.0,,,38.85,,,,,,-570.14,-128.92,-548.03,-110.48,55.06,-110.48,-1,-1,-1
0,000776.XSHE,2009-04-16,164.09,153.826,7.23,28.51,110.69,000776.XSHE,0.72,0.72,0.55,50.54,0.0,,56.49,50.54,,15.5101,,60.65,0.0,,,55.29,0.0,,,,,-17.57,288.31,-15.09,400.91,-15.09,400.91,-1,-1,-1
0,000776.XSHE,2009-08-10,158.14,153.826,7.15,34.81,86.29,000776.XSHE,1.06,1.06,0.81,43.79,0.0,,58.87,43.79,,17.8631,,66.11,0.0,,,38.37,0.0,,39.06,,39.06,-36.85,58.84,-41.01,47.11,-41.01,47.11,1,1,1
0,000776.XSHE,2009-10-17,188.61,153.826,7.06,36.73,97.61,000776.XSHE,1.3,1.3,1.0,51.15,0.0,,60.36,51.15,,15.5689,,92.82,0.0,,,59.43,0.0,,5.6,,5.6,1.33,17.12,-42.9,23.03,-42.9,23.03,-1,-1,-1
0,000776.XSHE,2010-02-09,253.57,153.826,7.5,37.92,94.49,000776.XSHE,-6.09,-6.09,-4.59,43.9,0.0,,58.44,43.9,,72.3279,,60.83,0.0,,,74.04,0.0,,9.0,,9.0,-1509.49,-559.44,-2385.3601,-556.36,-2385.3601,-556.36,1,1,1
0,000776.XSHE,2010-04-28,-18044.7207,-18044.7246,8.6,2771.95,6948.3701,000776.XSHE,10.57,10.57,1.68,46.2,0.0,,59.16,46.2,,35.9912,,75.0,24.85,,,189.68,426.85,3.17,-35.54,3.17,-35.54,8.04,6013.6899,-5.71,5804.2202,-6.07,5528.0498,-1,-1,-1
0,000776.XSHE,2010-08-17,-1208.09,-10004.9961,4.67,695.71,-8.29,000776.XSHE,9.18,9.18,1.75,48.38,0.0,,57.46,48.38,,37.6371,,93.72,1.85,,,-1002.5,-1778.9399,-37.95,-16.36,-37.95,-16.36,-39.42,-18.75,-31.43,-12.4,-30.69,-11.47,-1,1,1
0,000776.XSHE,2010-10-26,-193.36,-10141.4277,4.36,-86.88,-3.27,000776.XSHE,12.03,12.03,2.69,45.73,0.0,,60.48,45.73,,36.2359,,49.61,51.4,,,-340.8,-1147.38,-11.5,50.6,-11.5,50.6,-11.33,58.49,-20.88,42.33,-19.89,42.37,-1,-1,-1
0,000776.XSHE,2011-04-07,-196.8,-17261.8672,6.87,-108.77,-2.3,000776.XSHE,13.14,13.14,2.79,32.84,0.0,,49.16,32.84,,47.3035,,24.0,75.2,,,385.29,3240.21,33.35,64.24,33.35,64.24,12.17,33.5,-0.25,17.94,0.49,17.79,-1,-1,-1
0,000776.XSHE,2011-04-28,-142.7,23.9872,4.84,-78.87,-1.67,000776.XSHE,3.38,3.38,0.76,38.5,0.0,,49.44,38.5,,45.3769,,65.22,34.61,,,-908.43,-2812.54,-12.75,-57.83,-12.75,-57.83,-27.08,-57.59,-27.29,-50.55,-23.47,-48.45,-1,1,1
0,000776.XSHE,2011-08-23,25.74,24.4354,5.05,9.87,-2.83,000776.XSHE,3.48,3.48,0.81,43.78,0.0,,55.34,43.78,,39.333,,82.63,16.16,,,-479.86,-1036.6899,-6.66,-10.52,-6.66,-10.52,-10.1,0.17,-15.54,1.76,-12.02,1.77,-1,1,1
0,000776.XSHE,2011-10-25,24.44,22.6365,2.9,9.25,-3.72,000776.XSHE,0.85,0.85,0.24,20.08,0.0,,22.74,20.08,,71.8666,,188.84,-94.71,,,-731.84,-1604.34,-57.68,-31.72,-57.68,-31.72,-84.09,-71.95,-81.42,-68.69,-80.24,-68.02,-1,-1,-1
0,000776.XSHE,2012-04-17,21.8,15.434,1.97,7.38,-4.75,000776.XSHE,1.98,1.98,0.59,31.22,0.0,,34.32,31.22,,61.8178,,21.3,74.62,,,-116.33,-1526.37,-60.42,53.62,-60.42,53.62,-72.37,131.85,-62.36,138.91,-60.97,132.65,-1,-1,-1
0,000776.XSHE,2012-04-24,28.22,38.9805,2.54,9.56,-6.14,000776.XSHE,2.03,2.03,0.82,36.55,0.0,,46.59,36.55,,48.5153,,57.72,41.69,,,206.34,762.76,3.7,10.48,3.7,10.48,-2.27,50.0,-1.55,29.33,-2.13,29.25,-1,1,1
0,000776.XSHE,2012-08-28,43.08,42.781,2.71,14.69,-15.95,000776.XSHE,2.57,2.57,1.05,37.57,0.0,,48.29,37.57,,48.1,,21.01,78.7,,,-254.09,-2497.3101,41.96,22.5,41.96,22.5,23.87,26.96,21.81,25.9,20.82,25.63,1,1,1
0,000776.XSHE,2012-10-30,36.75,39.0092,2.51,12.09,-28.66,000776.XSHE,1.07,1.07,0.44,24.91,0.0,,29.72,24.91,,64.8416,,32.23,64.32,,,246.94,2488.76,29.94,-37.5,29.94,-37.5,69.85,-61.53,61.18,-58.57,57.65,-58.27,-1,-1,-1
0,000776.XSHE,2013-04-23,39.42,44.2295,2.76,13.09,-21.06,000776.XSHE,1.18,1.18,0.44,22.93,0.0,,24.89,22.93,,53.3804,,-54.32,165.47,,,-523.53,4303.71,-0.13,18.08,-0.13,18.08,-27.55,-1.11,-26.66,8.7,-24.58,11.29,-1,-1,-1
0,000776.XSHE,2013-04-23,33.36,35.249,2.34,11.08,-17.83,000776.XSHE,2.03,2.03,0.74,35.88,0.0,,45.65,35.88,,49.7526,,28.15,71.6,99.76,,-240.46,-1866.45,5.93,17.19,5.93,17.19,3.8,114.91,4.0,83.4,4.48,79.06,-1,-1,-1
0,000776.XSHE,2013-08-27,29.53,29.9279,1.93,9.27,-12.79,000776.XSHE,2.05,2.04,0.71,35.13,0.0,,44.64,35.13,,45.9472,,12.71,87.09,99.82,,-249.81,-4392.6499,-11.67,2.14,-11.67,2.14,-18.34,-0.12,-17.41,-0.02,-16.77,0.08,-1,-1,-1
0,000776.XSHE,2013-10-29,33.67,32.0077,2.04,10.28,45.43,000776.XSHE,2.8,2.78,0.96,38.49,0.0,,48.85,38.49,,47.4087,,19.19,79.91,99.13,,-35.23,-372.35,79.22,26.81,79.22,26.81,194.54,38.75,176.93,38.94,176.41,38.59,-1,-1,-1
0,000776.XSHE,2014-04-22,27.5,33.7094,2.13,9.34,-13.53,000776.XSHE,1.5,1.53,0.49,26.41,0.0,,27.76,26.41,,64.6088,,-9.18,109.19,102.27,,82.11,-3220.54,18.56,-21.88,18.56,-21.88,32.21,-55.61,36.56,-46.4,33.31,-46.32,-1,-1,-1
0,000776.XSHE,2014-04-29,21.77,20.7938,1.65,7.4,-10.71,000776.XSHE,2.36,2.37,0.7,33.55,0.0,,43.39,33.55,,51.5282,,25.56,74.8,100.35,,-6.07,-54.95,29.97,28.47,29.97,28.47,23.54,100.82,21.52,63.2,21.4,63.06,-1,-1,-1
0,000776.XSHE,2014-08-19,19.61,20.6254,1.65,6.61,-44.19,000776.XSHE,2.43,2.42,0.7,39.15,0.0,,48.52,39.15,,46.2754,,20.35,79.22,99.59,,37.49,378.07,12.01,-11.98,12.01,-11.98,21.74,-1.58,24.84,2.71,24.6,2.72,-1,1,1
0,000776.XSHE,2014-10-29,20.74,23.0458,1.75,7.2,-551.81,000776.XSHE,3.81,3.66,1.02,40.22,0.0,,51.6,40.22,,42.7213,,45.58,53.46,95.93,,323.28,1361.45,41.83,60.57,41.83,60.57,49.8,70.74,48.21,64.94,44.66,60.9,1,1,1
0,000776.XSHE,2015-02-14,43.3,54.6153,3.88,15.31,8.61,000776.XSHE,5.34,5.29,1.16,39.19,0.0,,49.91,39.19,,41.0083,,49.45,47.7,99.14,,255.65,1006.42,175.1,51.52,175.1,51.52,394.56,46.55,308.28,47.67,291.14,45.13,-1,-1,-1
0,000776.XSHE,2015-04-28,32.88,32.8812,3.94,12.33,3.13,000776.XSHE,6.18,6.17,0.94,46.04,0.0,,60.17,46.04,,33.9165,,51.1,48.85,99.94,,121.16,393.84,131.76,8.23,131.76,8.23,221.36,30.49,218.04,27.13,204.67,27.01,-1,-1,-1
0,000776.XSHE,2015-08-22,25.71,34.3684,2.38,10.37,2.24,000776.XSHE,10.5,10.41,1.59,42.92,0.0,,55.75,42.92,,38.6844,,30.72,68.08,99.2,,350.87,2023.98,545.36,145.09,545.36,145.09,641.48,127.09,607.43,128.47,593.8,133.93,-1,1,1
0,000776.XSHE,2015-10-31,8.49,19.8775,1.38,3.51,0.53,000776.XSHE,3.51,3.46,0.64,31.02,0.0,,39.8,31.02,,53.1913,,35.13,63.5,98.6,,-295.52,-2084.6599,90.69,-52.55,90.69,-52.55,47.11,-66.13,47.09,-65.7,44.99,-66.38,1,1,1
0,000776.XSHE,2016-03-19,11.99,29.5128,2.02,4.69,1.29,000776.XSHE,4.81,4.87,0.88,41.09,0.0,,53.48,41.09,,37.6365,,43.5,56.68,101.42,,24.47,105.37,34.38,6.77,34.38,6.77,44.02,43.48,40.88,41.42,42.03,42.17,-1,-1,-1
0,000776.XSHE,2016-04-29,9.65,9.6526,1.64,3.81,2.67,000776.XSHE,2.33,2.3,0.48,39.61,0.0,,49.87,39.61,,44.2633,,37.24,61.86,98.92,,12.18,65.0,-16.72,-32.93,-16.72,-32.93,-30.98,-37.46,-28.35,-35.34,-28.27,-35.86,-1,-1,-1
0,000776.XSHE,2016-08-27,10.23,9.6757,1.64,3.93,36.96,000776.XSHE,2.9417,2.9438,0.6363,43.1494,0.0,45.7753,54.2247,43.1494,43.4212,43.4212,,28.6299,71.4531,100.0726,,-57.5756,-371.1772,-61.6192,12.9599,-61.6192,12.9599,-62.6696,22.8252,-61.4095,23.0448,-62.2172,23.2232,-1,-1,-1
0,000776.XSHE,2016-10-22,14.14,9.4506,1.7,5.23,-1.02,000776.XSHE,2.8764,2.8375,0.6219,44.5276,0.0,44.9535,55.0465,44.5276,44.273,44.273,,35.4745,61.9915,98.6485,,-180.4899,-900.8651,-23.7888,-5.7886,-23.7888,-5.7886,5.3974,-4.3608,9.3942,-2.7796,8.8132,-3.1616,-1,-1,-1
0,000776.XSHE,2017-03-25,14.28,9.7335,1.69,5.77,-1.9,000776.XSHE,2.3847,2.3252,0.537,35.3712,,55.5439,44.4561,35.3712,,47.2037,,34.6398,61.9284,97.5058,,-172.1304,-1079.4067,-22.1736,9.0379,-22.1736,9.0379,-35.3114,-11.94,-33.0013,-13.3839,-34.4564,-14.3654,-1,-1,-1
0,000776.XSHE,2017-04-28,16.22,16.2195,1.66,6.29,-3.68,000776.XSHE,2.6739,2.637,0.6215,45.3224,,42.6008,57.3992,45.3224,,41.8575,,33.8259,64.8776,98.6207,,-268.5146,-1365.0403,3.0155,-11.2236,3.0155,-11.2236,18.5699,14.6231,17.8636,13.7523,18.4393,15.9062,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,000777.XSHE,2006-04-19,76.89,76.8857,3.1,2.71,23.68,000777.XSHE,0.96,0.96,0.59,3.42,20.28,96.06,4.3,3.42,6.58,7.83,1.1,91.48,8.52,,93.25,-19.96,-507.04,16.41,-9.08,16.41,-9.08,435.61,-8.91,461.86,12.06,738.46,-5.44,1,1,1
0,000777.XSHE,2006-08-05,125.14,125.1362,4.97,4.42,38.54,000777.XSHE,1.54,1.54,0.9,4.44,21.45,96.58,5.18,4.44,7.94,7.18,0.94,65.3,33.78,,133.2,26.56,777.37,16.57,19.78,16.57,19.78,-15.45,44.27,-18.64,55.21,-22.75,61.47,-1,1,1
0,000777.XSHE,2006-10-20,127.28,127.2838,5.06,4.49,39.2,000777.XSHE,1.46,1.46,0.79,4.2,25.78,97.88,3.87,4.2,12.02,8.94,0.92,56.5,46.82,,71.7,-3.28,-154.85,32.22,-6.76,32.22,-6.76,24.03,-30.36,48.35,-11.62,57.68,-6.02,-1,-1,-1
0,000777.XSHE,2007-04-06,132.87,132.8677,5.37,4.69,40.92,000777.XSHE,0.82,0.82,0.5,2.74,19.31,96.72,4.89,2.74,6.63,9.35,1.36,72.6,35.45,,137.41,46.37,1412.13,1.63,0.09,1.63,0.09,15.63,26.35,0.19,-34.82,-16.33,-41.69,-1,-1,-1
0,000777.XSHE,2007-04-20,284.06,256.6475,10.79,10.03,87.49,000777.XSHE,1.16,1.16,0.71,3.74,21.16,94.9,5.39,3.74,6.76,6.91,0.5,94.4,5.37,,73.8,-30.21,-592.13,17.37,5.0,17.37,5.0,47.06,15.85,28.22,43.41,30.49,47.47,-1,-1,-1
0,000777.XSHE,2007-08-09,230.41,261.9512,10.87,8.51,-899.7,000777.XSHE,44.09,44.09,27.3,153.27,21.99,95.11,179.8,153.27,7.52,7.08,0.99,2.72,97.28,,68.02,-1.74,-35.54,10.23,12.49,10.23,12.49,3723.49,3651.1201,3708.3701,4509.9702,3827.28,4759.6299,1,1,1
0,000777.XSHE,2007-10-17,33.33,477.9801,12.69,15.13,54.46,000777.XSHE,8.17,8.17,5.23,31.72,29.46,91.35,37.05,31.72,11.22,8.7,0.88,23.3,76.49,,127.93,24.1,278.64,11.12,-6.01,11.12,-6.01,963.52,-80.63,738.26,-80.55,707.66,-80.67,-1,-1,-1
0,000777.XSHE,2008-03-31,30.8,512.2601,12.72,15.8,166.83,000777.XSHE,2.85,2.85,1.94,11.31,31.82,89.18,13.25,11.31,11.21,6.56,0.54,81.47,18.32,,105.99,53.19,491.54,16.89,5.28,16.89,5.28,217.03,-62.34,382.77,-62.46,392.4,-64.45,-1,-1,-1
0,000777.XSHE,2008-04-23,20.51,20.5117,8.53,10.58,81.58,000777.XSHE,0.54,0.54,0.42,2.34,24.88,89.5,1.47,2.34,6.36,6.09,0.4,676.37,-581.93,,61.09,-16.62,-158.27,34.12,20.48,34.12,20.48,-63.52,-86.67,-15.95,-75.03,-19.95,-76.03,1,1,1
0,000777.XSHE,2008-08-01,11.49,11.4538,4.84,5.47,16.07,000777.XSHE,1.52,1.52,1.11,6.63,32.13,94.98,7.01,6.63,17.48,8.51,0.65,69.59,27.47,,87.6,-6.54,-130.17,11.64,-6.36,11.64,-6.36,-95.65,347.34,-95.17,165.07,-95.35,182.2,-1,-1,-1
0,000777.XSHE,2008-10-22,29.45,7.4602,3.15,3.47,-47.74,000777.XSHE,1.86,1.86,1.3,6.45,29.18,93.73,7.06,6.45,14.02,6.4,0.85,87.12,11.08,,87.39,1.6,25.58,47.36,24.07,47.36,24.07,-71.91,25.08,-70.04,20.59,-70.43,22.94,1,1,1
0,000777.XSHE,2009-03-24,68.03,10.0154,4.04,4.21,40.24,000777.XSHE,2.84,2.84,1.86,10.28,25.73,85.98,13.14,10.28,9.42,7.71,-1.06,105.76,-6.64,,181.63,41.2,293.85,26.3,-9.77,26.3,-9.77,25.2,67.85,14.8,43.84,29.2,55.33,1,1,1
0,000777.XSHE,2009-04-21,96.77,96.7723,6.33,6.28,53.95,000777.XSHE,0.42,0.42,0.29,1.78,24.37,100.79,0.84,1.78,13.84,7.69,0.72,-77.52,159.95,,48.68,-32.84,4162.71,1.2,-3.46,1.2,-3.46,-42.11,-93.84,-22.98,-83.25,-17.73,-84.73,-1,-1,-1
0,000777.XSHE,2009-07-28,95.7,94.3585,6.16,6.11,-479.27,000777.XSHE,2.33,2.33,1.44,8.5,21.72,95.22,8.94,8.5,6.32,9.34,-1.01,52.79,45.98,,89.04,40.27,843.28,17.81,9.01,17.81,9.01,50.24,1060.9,50.95,419.52,60.14,449.34,-1,1,1
0,000777.XSHE,2009-10-29,73.19,81.9602,5.24,5.1,28.85,000777.XSHE,2.04,2.04,1.22,7.64,32.86,92.37,10.02,7.64,15.91,7.45,-1.03,75.15,23.54,,93.26,-1.37,-17.9,-10.45,-5.69,-10.45,-5.69,27.05,5.78,6.04,-15.28,14.83,-11.84,1,1,1
0,000777.XSHE,2010-03-03,92.23,107.0311,6.63,6.85,35.58,000777.XSHE,2.88,2.88,1.76,11.42,33.91,90.68,12.69,11.42,8.98,13.81,-0.26,71.49,25.84,,109.22,-6.45,-69.27,-3.29,-2.55,-3.29,-2.55,-6.63,23.35,7.42,45.72,6.09,43.5,-1,1,1
0,000777.XSHE,2010-04-27,110.06,110.0587,8.05,8.43,-735.3,000777.XSHE,0.48,0.48,0.26,2.05,22.45,101.14,1.57,2.05,7.97,12.9,-0.42,-48.73,115.66,,102.01,0.54,-47.57,-9.38,-9.54,-9.38,-9.54,69.57,-88.81,4.23,-83.75,20.49,-82.66,-1,-1,-1
0,000777.XSHE,2010-08-28,80.39,81.2955,5.99,6.37,-136.74,000777.XSHE,2.81,2.81,1.6,11.67,30.47,96.19,11.39,11.67,13.33,10.78,0.09,29.35,58.32,,63.37,-34.32,-900.23,-8.28,10.33,-8.28,10.33,16.9,700.32,25.86,527.33,27.05,479.21,1,1,1
0,000777.XSHE,2010-10-29,106.46,116.3015,8.45,9.32,-33.32,000777.XSHE,1.28,1.28,0.73,6.4,24.43,95.72,5.51,6.4,8.08,12.05,-0.2,59.51,17.05,,105.01,4.78,111.58,-18.59,-16.3,-18.59,-16.3,-55.22,-59.48,-31.83,-54.11,-34.12,-54.28,1,1,1
0,000777.XSHE,2011-03-09,171.34,171.6952,8.17,14.46,-38.68,000777.XSHE,3.34,3.34,2.05,11.49,23.24,93.54,9.52,11.49,6.66,5.88,-0.6,50.44,23.81,,88.97,35.23,544.93,55.32,85.92,55.32,85.92,16.51,220.95,56.32,234.12,52.05,231.18,-1,-1,-1
0,000777.XSHE,2011-04-20,123.42,123.4228,7.03,10.87,30.29,000777.XSHE,0.16,0.16,0.06,0.76,22.63,104.35,-1.18,0.76,11.11,16.78,-0.42,-822.97,600.39,,111.81,-48.07,1106.26,-8.89,-46.93,-8.89,-46.93,-168.21,-106.55,-66.1,-96.48,-48.64,-94.14,-1,-1,-1
0,000777.XSHE,2011-08-09,107.98,105.0987,6.0,9.43,30.01,000777.XSHE,2.69,2.69,1.59,11.88,27.37,92.89,12.31,11.88,10.8,7.99,0.52,57.57,42.08,,64.23,-16.36,-229.96,42.11,72.08,42.11,72.08,53.64,1902.67,44.73,2577.97,48.21,1571.5601,-1,1,1
0,000777.XSHE,2011-10-28,85.01,95.7738,5.45,7.81,26.0,000777.XSHE,0.27,0.27,0.16,1.45,20.38,103.88,-0.85,1.45,9.76,12.84,0.95,-428.61,334.99,,97.46,-9.11,234.76,39.07,-18.08,39.07,-18.08,-121.38,-105.64,-68.39,-89.98,-67.93,-90.11,-1,-1,-1
0,000777.XSHE,2012-03-06,73.97,76.0245,4.33,5.79,19.04,000777.XSHE,3.14,3.14,1.81,10.59,26.18,95.72,6.27,10.59,7.64,11.26,-0.93,35.44,16.48,,91.93,22.33,521.63,19.3,59.49,19.3,59.49,-21.37,1280.35,9.88,1061.5601,16.07,1098.8101,1,1,1
0,000777.XSHE,2012-04-20,77.92,77.9222,4.75,6.19,-51.32,000777.XSHE,0.35,0.35,0.13,1.2,27.32,104.34,-1.78,1.2,12.52,16.52,0.86,-648.84,383.23,,63.26,-29.85,688.11,50.07,-33.24,50.07,-33.24,-126.8,-118.9,135.47,-92.45,126.01,-88.6,1,1,1
0,000777.XSHE,2012-07-31,74.92,77.3327,4.7,5.7,-129.15,000777.XSHE,2.74,2.74,1.47,10.8,28.01,93.23,11.62,10.8,10.18,9.16,1.39,54.4,39.01,,99.55,17.72,261.75,13.49,30.13,13.49,30.13,7.14,951.59,3.2,1073.6899,5.51,680.33,-1,1,1
0,000777.XSHE,2012-10-29,69.52,73.3906,4.46,5.23,98.45,000777.XSHE,1.02,1.02,0.56,3.96,26.97,99.27,2.75,3.96,12.09,10.78,1.31,16.58,45.79,,86.5,-26.36,-3605.96,43.82,3.81,43.82,3.81,566.72,-75.44,292.24,-61.91,299.67,-62.53,-1,-1,-1
0,000777.XSHE,2013-03-12,56.82,67.1642,3.95,4.4,-226.97,000777.XSHE,2.21,2.21,1.23,10.81,31.34,94.08,8.95,10.81,7.85,13.35,1.59,47.65,24.41,,97.01,37.82,638.88,-27.25,-19.33,-27.25,-19.33,3.85,162.63,-25.71,119.99,-26.86,119.37,-1,-1,-1
0,000777.XSHE,2013-04-23,71.17,71.1707,4.38,5.3,-44.3,000777.XSHE,0.64,0.49,0.36,2.56,24.77,99.01,2.02,2.56,9.04,12.2,1.38,35.47,36.56,77.67,74.82,-5.73,-577.26,43.22,31.41,43.22,31.41,262.67,-70.39,206.61,-68.82,88.25,-70.65,-1,-1,-1
0,000777.XSHE,2013-08-06,50.51,52.9643,3.24,3.62,-26.0,000777.XSHE,2.53,2.43,1.39,10.18,27.81,94.47,10.73,10.18,9.84,10.35,1.27,49.05,46.12,95.92,81.29,10.34,187.01,8.59,-1.33,8.59,-1.33,0.25,424.83,2.29,291.56,-4.02,297.85,-1,-1,-1
0,000777.XSHE,2013-10-23,54.32,56.028,3.38,3.74,-22.35,000777.XSHE,1.46,1.27,0.78,5.23,28.81,98.2,4.4,5.23,12.43,11.25,1.11,32.11,46.34,86.85,116.16,29.04,1614.15,14.83,9.77,14.83,9.77,83.55,-55.03,51.53,-43.57,49.18,-41.76,-1,-1,-1
0,000777.XSHE,2014-03-25,54.6,60.6413,3.59,3.9,-258.92,000777.XSHE,1.84,1.7,0.97,9.16,27.72,95.57,10.01,9.16,10.42,13.2,0.15,40.18,50.62,92.48,167.61,46.18,1042.79,1.09,-28.98,1.09,-28.98,12.99,61.66,-14.35,24.34,-13.54,27.14,-1,-1,-1
0,000777.XSHE,2014-04-22,62.46,62.4624,3.86,4.26,56.0,000777.XSHE,1.8,1.6,0.96,5.9,26.52,94.65,6.25,5.9,7.44,11.1,0.47,74.95,12.6,88.8,47.55,-37.28,-696.52,21.98,58.57,21.98,58.57,277.98,-0.94,180.6,2.14,195.79,0.41,-1,1,1
0,000777.XSHE,2014-08-19,57.53,68.533,4.25,4.43,-184.55,000777.XSHE,1.72,1.51,0.89,6.96,20.42,99.7,6.14,6.96,6.23,10.65,1.05,4.0,76.97,87.96,96.07,17.78,5864.3701,-1.62,-20.42,-1.62,-20.42,-43.75,-21.89,-32.73,-6.13,-29.04,-4.56,1,1,1
0,000777.XSHE,2014-10-25,101.44,109.3903,6.68,7.09,-17827.5801,000777.XSHE,1.54,1.35,0.82,5.7,24.75,98.35,5.22,5.7,7.54,11.59,1.05,26.84,57.91,87.9,84.85,5.47,331.12,2.56,14.44,2.56,14.44,21.69,-2.72,11.8,-6.22,9.84,-9.86,1,1,1
0,000777.XSHE,2015-03-31,153.58,169.036,10.13,10.88,-263.91,000777.XSHE,1.88,0.43,1.17,9.24,23.6,104.54,0.3,9.24,8.06,15.98,0.97,-48.08,51.21,22.8,130.6,22.33,-491.82,22.4,-15.24,22.4,-15.24,-96.39,-95.2,23.54,37.39,6.42,23.18,1,1,1
0,000777.XSHE,2015-04-30,187.45,187.4523,12.34,12.96,-104.97,000777.XSHE,1.8,1.52,1.01,6.53,27.59,95.49,6.03,6.53,8.89,11.63,0.18,59.44,19.98,84.37,53.5,-34.8,-771.4,-5.79,22.06,-5.79,22.06,-9.14,2392.01,4.24,-13.81,4.89,-1.03,-1,-1,-1
0,000777.XSHE,2015-08-18,172.91,175.0869,11.57,12.31,-110.32,000777.XSHE,1.43,0.99,0.79,6.01,19.28,100.39,3.92,6.01,7.57,10.7,0.93,-5.9,65.62,69.32,87.46,18.05,-4663.7998,0.63,-15.0,0.63,-15.0,-35.78,-44.79,-13.02,-21.68,-12.63,-20.5,1,1,1
