,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,002136.XSHE,2010-04-21,102.67,102.6692,5.95,3.57,-37.9,002136.XSHE,2.22,2.22,1.03,3.57,9.26,95.98,4.02,3.57,1.66,2.08,1.16,95.52,0.0,,56.61,0.64,15.84,138.09,15.95,138.09,15.95,1883.02,-21.34,324.48,-44.86,324.48,-44.86,-1,1,1
0,002136.XSHE,2010-07-21,60.37,93.3729,5.19,2.68,3566.3999,002136.XSHE,4.32,4.32,2.05,6.7,14.54,92.23,7.77,6.7,2.05,2.43,1.11,99.05,0.0,,49.47,6.52,83.86,115.84,6.1,115.84,6.1,245.97,105.24,325.6,98.76,325.6,98.76,-1,1,1
0,002136.XSHE,2010-10-22,54.25,115.1098,6.22,2.81,284.52,002136.XSHE,2.83,2.83,1.39,4.01,10.71,95.28,4.72,4.01,2.22,2.22,1.02,100.0,0.0,,56.92,5.16,109.17,25.18,11.07,25.18,11.07,105.56,-32.49,63.65,-33.41,63.65,-33.41,1,1,1
0,002136.XSHE,2011-03-01,48.33,111.9655,5.84,2.58,-1730.8199,002136.XSHE,3.82,3.82,1.94,5.15,11.19,93.59,6.41,5.15,2.09,1.98,0.93,105.5,0.0,,68.15,17.08,266.3,46.38,7.13,46.38,7.13,58.55,45.46,0.32,37.47,0.32,37.47,1,1,1
0,002136.XSHE,2011-04-18,94.98,94.9774,4.3,4.62,933.04,002136.XSHE,2.67,2.67,1.85,6.37,12.15,92.6,7.4,6.37,1.73,1.98,0.43,98.82,0.0,,77.7,16.15,218.09,39.3,10.34,39.3,10.34,156.82,27.42,148.25,36.44,148.25,36.44,-1,1,1
0,002136.XSHE,2011-08-16,97.34,120.8803,5.23,5.41,9.35,002136.XSHE,6.59,6.59,4.54,14.64,20.15,82.94,17.06,14.64,1.6,1.67,-0.81,98.66,0.0,,85.15,-2.56,-15.02,45.91,11.13,45.91,11.13,220.42,156.07,219.02,155.43,219.02,155.43,1,1,1
0,002136.XSHE,2011-10-20,60.08,117.2659,4.94,4.77,9.6,002136.XSHE,3.83,3.83,2.59,8.58,13.58,89.9,10.1,8.58,2.03,1.78,-0.74,100.0,0.0,,50.09,-20.92,-207.15,32.83,1.11,32.83,1.11,183.99,-40.16,183.99,-40.72,183.99,-40.72,-1,-1,-1
0,002136.XSHE,2012-03-20,48.28,113.4106,4.78,4.31,9.33,002136.XSHE,0.4,0.4,0.27,1.01,5.33,99.09,0.91,1.01,1.44,1.76,-0.32,84.89,0.0,,70.01,8.13,892.94,9.21,-11.92,9.21,-11.92,-84.5,-92.06,-78.64,-89.66,-78.64,-89.66,-1,-1,-1
0,002136.XSHE,2012-04-17,52.39,52.3889,4.66,4.13,10.96,002136.XSHE,1.85,1.85,1.36,6.6,12.36,92.34,7.66,6.6,2.41,2.31,-0.02,98.74,0.0,,74.62,-3.01,-39.21,6.14,7.24,6.14,7.24,9.87,803.06,9.95,602.36,9.95,602.36,-1,-1,-1
0,002136.XSHE,2012-08-21,42.58,43.3917,3.78,3.37,-28.4,002136.XSHE,1.61,1.61,1.16,5.03,10.24,94.52,5.48,5.03,1.67,1.96,0.24,93.18,0.0,,50.93,-6.55,-119.66,7.89,12.96,7.89,12.96,-65.36,-19.27,-62.95,-13.91,-62.95,-13.91,-1,-1,-1
0,002136.XSHE,2012-10-23,48.73,34.6602,3.08,2.64,-15.22,002136.XSHE,0.37,0.37,0.26,1.34,6.99,98.42,1.58,1.34,1.88,2.26,0.74,100.0,0.0,,55.24,17.74,1126.3101,-7.7,-13.49,-7.7,-13.49,-85.6,-75.12,-85.6,-76.96,-85.6,-76.96,-1,-1,-1
0,002136.XSHE,2013-03-26,71.62,33.1797,2.95,2.58,-12.64,002136.XSHE,-0.41,-0.41,-0.3,-2.11,4.94,103.65,-3.65,-2.11,1.17,3.12,1.54,150.77,0.0,,52.35,0.51,-13.92,-26.22,-29.59,-26.22,-29.59,-395.89,-263.13,-254.84,-211.16,-254.84,-211.16,-1,-1,-1
0,002136.XSHE,2013-04-20,87.13,87.1276,3.0,2.79,-9.62,002136.XSHE,-1.19,-1.19,-0.76,-6.17,1.93,107.3,-7.3,-6.17,2.02,3.48,1.7,100.51,0.0,,34.11,-12.93,177.15,-32.64,-2.09,-32.64,-2.09,-164.16,-95.83,-163.04,-185.92,-163.04,-185.92,1,1,1
0,002136.XSHE,2013-08-27,583.56,66.1306,2.3,2.31,-9.44,002136.XSHE,-2.33,-2.43,-1.48,-10.76,1.44,113.15,-13.15,-10.76,2.44,2.76,2.18,104.22,0.0,,39.27,-37.41,284.52,-33.6,11.35,-33.6,11.35,-259.4,-100.55,-242.07,-94.02,-242.07,-94.02,-1,-1,-1
0,002136.XSHE,2013-10-22,-74.26,75.7461,2.73,2.97,-10.86,002136.XSHE,-1.28,-1.47,-0.8,-4.28,3.84,105.77,-5.77,-4.28,2.13,2.65,1.85,114.59,0.0,,45.07,-10.32,178.89,5.7,37.71,5.7,37.71,-486.92,39.61,-437.79,45.22,-437.79,45.22,-1,-1,-1
0,002136.XSHE,2014-03-01,-43.4,64.757,2.4,2.5,-10.01,002136.XSHE,-2.57,-2.7,-1.58,-30.47,15.13,137.96,-37.96,-30.47,8.75,8.16,7.95,105.06,0.0,,73.5,-103.35,272.24,111.8,-72.2,111.8,-72.2,46.33,-83.02,50.69,-97.95,50.75,-97.71,-1,-1,-1
0,002136.XSHE,2014-04-22,-30.52,-30.523,2.43,2.82,-22.61,002136.XSHE,-2.55,-2.56,-1.39,-10.1,3.3,111.88,-11.88,-10.1,3.05,2.71,3.03,100.1,0.0,,47.46,-15.7,132.1,21.59,185.23,21.59,185.23,-97.89,10.72,-98.91,5.46,-98.5,5.53,-1,1,1
0,002136.XSHE,2014-08-26,-28.91,-33.5706,2.67,2.95,-13.41,002136.XSHE,-0.38,-0.63,-0.21,-0.99,6.68,101.92,-1.92,-0.99,3.17,1.86,2.56,165.79,0.0,,49.65,27.53,-1432.22,67.67,53.55,67.67,53.55,75.49,75.16,84.64,85.02,84.88,85.22,1,1,1
0,002136.XSHE,2014-10-28,-60.53,-53.9661,4.25,4.03,-46.84,002136.XSHE,1.47,1.46,0.82,4.12,10.48,95.18,4.82,4.12,2.44,1.36,1.85,99.53,0.0,99.53,43.39,19.53,404.93,12.06,-7.96,12.06,-7.96,193.71,330.86,207.82,484.5,207.88,490.69,-1,-1,-1
0,002136.XSHE,2015-03-24,-85.25,-45.1515,3.48,3.26,-42.05,002136.XSHE,1.98,0.65,1.11,6.51,9.48,97.46,2.54,6.51,2.96,1.9,2.13,33.09,0.0,32.97,39.48,-7.21,-284.4,248.44,-13.56,248.44,-13.56,123.28,-54.54,174.43,36.65,174.47,36.48,-1,-1,-1
0,002136.XSHE,2015-04-21,927.67,927.6676,5.19,3.94,-695.19,002136.XSHE,-2.3,-2.3,-1.3,-8.57,2.11,110.07,-10.07,-8.57,3.53,2.95,2.46,99.98,0.0,,49.13,2.99,-29.71,6.71,-12.65,6.71,-12.65,9.58,-446.77,9.5,-214.95,9.43,-214.89,1,1,1
0,002136.XSHE,2015-08-25,642.46,920.3944,5.22,3.86,1025.75,002136.XSHE,-1.34,-1.46,-0.74,-4.63,4.58,105.89,-5.89,-4.63,3.56,2.74,2.26,109.44,0.0,,47.29,-0.11,1.83,-25.61,7.05,-25.61,7.05,-127.82,37.41,-249.33,42.16,-254.01,42.21,1,1,1
0,002136.XSHE,2015-10-20,-2672.51,773.6073,4.39,3.51,126.55,002136.XSHE,-7.27,-7.39,-3.92,-28.96,-1.21,134.66,-34.66,-28.96,4.33,3.07,2.84,101.6,0.0,,45.19,1.51,-4.35,-32.53,-16.53,-32.53,-16.53,-584.93,-391.4,-574.54,-422.33,-575.74,-425.03,-1,1,1
0,002136.XSHE,2016-03-29,-69.44,1079.0831,6.59,5.41,698.42,002136.XSHE,-13.51,-13.71,-7.12,-51.33,3.07,143.62,-43.62,-51.33,4.97,2.92,2.67,102.11,0.0,,64.03,-1.98,4.54,-23.36,-1.81,-23.36,-1.81,-1418.1,-23.58,-704.38,-74.04,-706.61,-74.03,1,1,1
0,002136.XSHE,2016-04-26,-22.93,-22.9342,6.65,5.05,-130.88,002136.XSHE,-3.34,-3.34,-1.52,-8.52,12.38,108.16,-8.16,-8.52,4.02,2.83,2.4,100.0,0.0,,41.94,-6.57,80.57,8.54,23.72,8.54,23.72,12.03,76.86,-7.96,79.46,-12.22,78.75,-1,-1,-1
0,002136.XSHE,2016-08-23,-24.99,-25.2839,7.58,5.45,-223.49,002136.XSHE,4.2189,4.0779,2.0889,9.4243,12.49,90.9729,9.0271,9.4243,3.7883,2.651,1.6395,96.1161,,96.6576,46.512,14.1029,156.228,25.3804,23.6501,25.3804,23.6501,292.2486,236.7969,355.33,236.7769,346.3288,226.8461,-1,-1,-1
0,002136.XSHE,2016-10-22,-30.34,-24.5758,7.05,4.95,-237.2,002136.XSHE,3.1685,2.9454,1.6628,8.1535,17.4166,92.2629,7.7371,8.1535,4.2394,2.9177,1.8731,92.2438,,92.9608,41.956,-8.4782,-109.5783,36.438,-9.1717,36.438,-9.1717,130.4562,-22.1518,138.4128,-21.4188,136.5553,-22.085,-1,1,1
0,002136.XSHE,2017-02-28,-71.26,-27.8429,7.76,5.21,503.0,002136.XSHE,4.7708,4.7959,2.501,9.8368,18.0029,89.818,10.182,9.8368,3.9265,2.177,1.2052,101.6202,,100.5267,63.4464,25.821,253.5933,75.6625,26.4206,75.6625,26.4206,141.0025,66.37,133.6631,52.5197,132.9009,56.63,-1,-1,-1
0,002136.XSHE,2017-04-22,93.47,93.4714,7.89,4.85,139.36,002136.XSHE,6.1482,5.8654,3.2737,12.8646,21.6552,87.7543,12.2457,12.8646,3.4591,3.3257,1.099,94.6801,,95.4007,44.6665,10.5505,86.1565,46.6427,3.2826,46.6427,3.2826,320.0784,24.216,321.425,35.0732,310.8466,36.2051,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,002137.XSHE,2007-08-16,141.73,134.325,46.5,12.11,-270.19,002137.XSHE,5.44,5.44,2.53,5.5,10.53,93.96,6.04,5.5,0.15,2.62,0.47,100.23,0.0,,62.29,-6.65,-110.2,491.31,80.96,491.31,80.96,168.74,149.61,164.44,148.38,183.59,136.03,-1,-1,-1
0,002137.XSHE,2007-10-24,82.1,96.4669,9.5,6.02,20.33,002137.XSHE,5.55,5.55,2.47,4.24,8.95,95.36,4.64,4.24,0.14,2.43,0.31,100.07,0.0,,59.79,-18.59,-400.51,196.24,37.41,196.24,37.41,33.41,5.7,31.32,5.95,39.39,4.86,-1,1,1
0,002137.XSHE,2008-03-28,73.0,93.3643,8.87,4.35,33.27,002137.XSHE,6.55,6.55,2.99,5.08,9.35,95.13,4.87,5.08,0.18,2.8,0.84,89.67,0.0,,95.53,-11.38,-233.94,103.14,0.7,103.14,0.7,25.4,5.54,46.17,20.72,9.22,22.01,-1,-1,-1
0,002137.XSHE,2008-04-25,48.87,48.8703,5.75,2.51,21.1,002137.XSHE,1.99,1.99,0.89,4.85,6.69,93.96,6.04,4.85,0.53,5.34,-0.22,105.05,0.0,,199.56,80.74,1337.75,19.48,-52.29,19.48,-52.29,64.81,-40.81,44.58,-54.49,48.62,-50.78,1,1,1
0,002137.XSHE,2008-08-28,25.79,27.2018,3.38,1.36,2.74,002137.XSHE,2.39,2.39,0.92,5.32,8.12,94.62,5.38,5.32,0.46,4.33,-2.92,89.85,0.0,,78.22,-6.54,-121.69,-30.88,4.7,-30.88,4.7,-38.42,-6.73,-33.1,14.93,-26.71,16.39,-1,-1,-1
0,002137.XSHE,2008-10-30,18.23,17.9292,2.23,0.97,25.34,002137.XSHE,3.35,3.35,1.3,5.39,7.33,97.21,6.34,5.39,0.49,3.0,-0.52,44.29,56.57,,67.35,22.51,808.14,-23.75,51.57,-23.75,51.57,4.17,78.81,-3.05,53.55,-0.27,42.68,1,1,1
0,002137.XSHE,2009-03-20,17.25,16.9566,2.06,0.99,7.45,002137.XSHE,-1.14,-1.14,-0.69,-3.4,9.0,106.74,-3.23,-3.4,0.55,6.29,5.29,195.68,-101.83,,125.93,-29.86,443.2,-44.54,-26.75,-44.54,-26.75,-136.83,-137.31,-137.07,-146.16,-127.78,-133.99,1,1,1
0,002137.XSHE,2009-04-24,47.58,47.5786,3.14,1.82,-10.32,002137.XSHE,0.63,0.63,0.26,3.97,0.86,105.82,3.72,3.97,0.99,11.73,0.91,-136.77,224.24,,88.14,82.43,-1416.4399,-60.72,-66.21,-60.72,-66.21,-75.78,138.93,-67.85,139.47,-68.95,155.0,-1,-1,-1
0,002137.XSHE,2009-08-28,74.83,59.0023,4.06,2.58,-2.62,002137.XSHE,-0.16,-0.16,-0.03,-0.23,10.04,99.41,0.74,-0.23,0.46,5.89,1.57,865.61,220.58,,55.06,-2.78,-470.37,-31.69,82.08,-31.69,82.08,-90.59,-63.78,-102.98,-110.66,-106.53,-124.46,1,1,1
0,002137.XSHE,2009-10-24,132.85,54.2266,3.67,2.58,-10.86,002137.XSHE,1.57,1.57,0.82,4.19,12.14,94.66,5.23,4.19,1.2,3.37,0.06,100.53,-2.05,,44.03,-23.21,-434.48,-32.84,49.02,-32.84,49.02,-44.6,953.15,-47.77,2789.5801,-54.09,1103.62,1,1,1
0,002137.XSHE,2010-04-28,575.54,76.3332,5.21,4.19,-10.18,002137.XSHE,-0.84,-0.84,-0.42,-1.92,3.05,100.09,-1.93,-1.92,0.79,2.9,-1.68,3.53,75.6,,106.18,-0.41,478.4,0.73,9.86,0.73,9.86,39.7,-140.61,42.92,-150.44,27.9,-153.39,1,1,1
0,002137.XSHE,2010-04-29,657.42,481.9108,5.86,4.79,-11.63,002137.XSHE,1.54,1.54,0.9,3.26,7.36,97.65,3.0,3.26,0.88,3.52,0.03,78.45,21.7,,89.58,23.34,994.18,226.72,9.6,226.72,9.6,163.1,269.84,168.08,285.41,139.29,282.54,1,1,1
0,002137.XSHE,2010-08-26,251.52,435.9334,5.19,3.41,9.35,002137.XSHE,2.09,2.09,1.15,3.17,7.99,96.53,3.58,3.17,0.73,3.16,0.07,94.65,3.09,,41.92,-1.63,-46.9,152.36,40.64,152.36,40.64,1120.37,68.01,3542.3401,36.87,1438.7,36.87,-1,-1,-1
0,002137.XSHE,2010-10-26,131.18,470.4165,5.82,2.93,176.33,002137.XSHE,1.41,1.41,0.77,1.68,5.93,97.65,1.68,1.68,0.87,3.04,-0.13,139.42,-39.38,,28.46,-2.73,-116.39,111.61,24.96,111.61,24.96,-31.93,-41.26,-15.07,-33.65,-11.49,-33.65,1,1,1
0,002137.XSHE,2011-02-28,150.47,517.2453,6.39,2.63,143.58,002137.XSHE,0.21,0.21,0.1,0.29,6.4,100.19,-0.86,0.29,0.95,4.12,-0.55,29.03,102.57,,205.41,-30.15,15846.3398,60.17,-16.84,60.17,-16.84,28.56,-142.62,124.55,-85.42,124.17,-85.42,-1,-1,1
0,002137.XSHE,2011-04-26,117.97,117.9734,6.09,2.33,-41.43,002137.XSHE,2.95,2.95,1.2,4.05,7.38,95.52,4.32,4.05,0.94,2.78,-0.54,103.61,-3.58,,105.83,33.21,742.19,54.48,5.7,54.48,5.7,122.69,629.47,92.25,1352.16,92.25,1352.16,1,1,1
0,002137.XSHE,2011-08-26,85.11,108.139,5.41,1.95,-53.05,002137.XSHE,2.9,2.9,1.18,3.11,5.52,96.92,2.84,3.11,0.68,2.17,-0.35,79.27,-6.08,,60.53,2.54,82.39,42.54,29.78,42.54,29.78,13.11,-14.66,40.07,-0.28,40.07,-0.28,-1,-1,-1
0,002137.XSHE,2011-10-24,66.99,95.8856,4.77,1.57,-26.5,002137.XSHE,0.81,0.81,0.39,1.02,5.28,98.68,1.11,1.02,1.18,2.58,-0.48,117.91,-18.6,,73.31,18.32,1389.05,19.6,4.84,19.6,4.84,-21.06,-59.0,-27.6,-65.7,-40.5,-71.81,-1,-1,-1
0,002137.XSHE,2012-03-02,54.83,72.5685,3.61,1.13,-504.52,002137.XSHE,0.52,0.52,0.13,0.42,5.35,99.15,0.51,0.42,1.48,3.45,0.17,152.56,-62.05,,96.25,-8.47,-991.19,12.27,-21.93,12.27,-21.93,166.01,-64.36,60.0,-67.79,159.07,-36.53,1,1,1
0,002137.XSHE,2012-04-24,66.12,66.1249,4.53,1.39,49.74,002137.XSHE,2.04,2.04,0.89,3.12,7.87,95.75,4.25,3.12,1.44,3.27,-0.29,94.26,0.0,,134.09,7.51,176.91,-11.41,-16.6,-11.41,-16.6,-12.94,598.32,-31.73,519.65,-27.99,303.66,1,1,1
0,002137.XSHE,2012-08-24,66.49,58.9112,4.15,1.27,-79.4,002137.XSHE,2.07,2.07,0.95,3.34,9.16,96.72,3.28,3.34,1.98,3.9,0.03,99.04,0.0,,43.35,1.8,54.85,-33.34,-2.35,-33.34,-2.35,-23.11,-24.64,-28.56,4.34,-25.72,2.86,-1,-1,-1
0,002137.XSHE,2012-10-26,64.6,50.4953,3.48,1.2,-64.76,002137.XSHE,0.39,0.39,0.14,0.47,6.01,99.72,0.28,0.47,2.25,3.61,0.04,78.82,0.0,,82.67,7.11,2511.3101,-37.6,-1.85,-37.6,-1.85,-84.09,-91.52,-71.0,-86.08,-49.81,-80.95,-1,-1,-1
0,002137.XSHE,2013-04-02,63.99,46.3733,3.14,1.26,-31.01,002137.XSHE,1.59,1.59,0.84,4.65,6.59,105.0,-5.0,4.65,3.65,10.09,-0.54,-107.98,0.0,,279.4,40.65,-813.44,-52.06,-40.02,-52.06,-40.02,-572.42,-1158.28,430.14,488.89,220.85,305.76,1,1,1
0,002137.XSHE,2013-04-25,59.84,48.9997,2.94,1.18,-29.0,002137.XSHE,0.32,0.35,0.15,0.85,9.62,99.43,0.57,0.85,3.45,7.32,0.54,125.01,0.0,108.85,132.58,-16.01,-2803.2,-52.13,-16.72,-52.13,-16.72,-93.56,109.52,-87.02,-84.83,-83.8,-79.61,1,1,1
0,002137.XSHE,2013-08-27,85.94,62.089,3.71,2.07,-270.08,002137.XSHE,-3.48,-3.53,-2.09,-10.42,2.12,111.43,-11.43,-10.42,3.44,8.32,-0.16,101.32,0.0,,59.12,13.82,-120.91,-43.36,15.53,-43.36,15.53,-297.62,-2412.4399,-276.83,-1521.46,-267.11,-1160.7,-1,-1,-1
0,002137.XSHE,2013-10-29,-330.61,61.9833,3.33,2.4,206.51,002137.XSHE,-9.71,-9.96,-6.01,-30.64,-1.37,129.52,-29.52,-30.64,3.51,8.66,-0.13,103.25,0.0,,87.29,14.27,-48.35,-41.32,1.68,-41.32,1.68,-6216.73,-162.54,-3899.05,-199.15,-2741.2,-201.01,-1,-1,-1
0,002137.XSHE,2014-04-26,-28.7,56.4262,3.75,2.59,11.3,002137.XSHE,-22.7,-22.65,-13.42,-114.41,-0.9,209.93,-105.73,-114.41,6.97,21.08,2.73,99.52,-3.8,,129.47,-49.62,45.14,-44.7,-43.47,-44.7,-43.47,-1070.24,-102.47,-1461.63,-111.07,-1467.98,-110.16,-1,1,1
0,002137.XSHE,2014-04-26,-31.09,-10.4842,4.08,2.8,12.24,002137.XSHE,-0.16,-0.39,-0.14,-1.15,11.07,102.43,-1.2,-1.15,4.14,9.08,-1.18,210.75,-106.23,,95.81,-11.13,457.88,-35.2,-2.42,-35.2,-2.42,-236.7,98.89,-188.25,99.02,-145.65,99.32,-1,1,1
0,002137.XSHE,2014-08-26,-12.37,-12.5371,4.78,4.17,-134.16,002137.XSHE,0.69,0.8,0.4,3.26,17.79,95.99,3.25,3.26,5.5,10.64,-3.3,117.97,-22.33,117.01,119.46,40.7,1014.14,-45.78,-3.34,-45.78,-3.34,115.43,360.94,116.99,373.58,118.3,525.1,1,1,1
0,002137.XSHE,2014-10-28,-22.56,-20.2601,7.62,7.88,28.13,002137.XSHE,1.15,1.09,0.69,3.61,13.9,96.67,3.58,3.61,3.43,6.74,-0.89,92.49,6.81,94.66,104.12,-0.53,-15.77,-18.16,53.49,-18.16,53.49,109.92,68.83,109.63,69.64,110.24,68.52,-1,-1,-1
0,002137.XSHE,2015-04-28,-29.84,-17.1267,6.42,7.15,-64.23,002137.XSHE,1.23,-0.15,0.7,2.69,13.37,100.58,-0.43,2.69,1.71,6.49,-0.22,-21.77,5.55,-12.08,71.35,-11.6,2001.97,94.65,34.45,94.65,34.45,99.2,-116.23,104.57,0.1,105.24,7.42,-1,1,1
0,002137.XSHE,2015-04-28,-49.24,371.2786,10.59,11.8,-105.98,002137.XSHE,-0.04,-0.14,-0.06,-0.34,10.21,100.82,-0.91,-0.34,3.05,7.86,-1.41,248.34,28.6,,122.88,16.98,-2078.9099,15.26,-42.22,15.26,-42.22,12.89,-21.82,66.32,-107.25,77.59,-102.91,-1,1,1
0,002137.XSHE,2015-08-25,356.03,371.2786,10.52,9.43,45.0,002137.XSHE,0.39,0.31,0.34,2.84,19.91,97.58,2.62,2.84,4.46,15.92,-1.74,85.18,6.9,79.27,179.68,74.08,3062.3601,-20.27,-33.13,-20.27,-33.13,-35.9,292.01,-30.59,663.84,-42.23,1196.0,-1,1,1
0,002137.XSHE,2015-10-27,393.73,371.5681,10.53,9.78,251.08,002137.XSHE,0.2,0.15,0.22,2.19,19.46,99.17,1.64,2.19,2.54,16.57,-8.24,37.83,36.79,74.04,82.67,-5.46,-655.79,-57.25,-17.71,-57.25,-17.71,-80.39,-48.36,-73.99,-36.43,-81.78,-46.84,1,1,1
0,002137.XSHE,2016-03-29,1326.29,822.6252,23.31,25.7,353.23,002137.XSHE,2.2,1.38,1.6,9.88,22.42,89.39,11.24,9.88,1.76,10.81,-1.53,86.36,5.15,62.6,104.72,-12.09,-114.03,-19.37,153.61,-19.37,153.61,2197.98,1636.89,196.66,1041.6,153.59,1394.8101,1,1,1
