code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
000848.XSHE,2017/7/29,24.1653,21.6847,5.4812,4.7457,37.962,1.5394,1.4365,1.2591,12.0505,37.1619,82.8799,17.0391,12.0505,15.0201,5.3044,-1.7141,94.193,,93.313,147.9108,12.7046,74.2087,18.7295,-68.7775,18.7295,-68.7775,0.6719,-83.9269,1.0577,-85.0919,3.0924,-84.4253,-1,-1,-1
000850.XSHE,2017/3/25,201.22,69.4441,1.23,3.03,19.59,0.799,-1.4906,0.2646,3.2682,12.6342,114.3364,4.0617,3.2682,2.6259,8.3671,4.2236,-234.4211,300.8351,-186.5612,111.8616,3.7644,-26.2579,20.1204,21.0441,20.1204,21.0441,134.6476,187.6548,137.8628,196.8021,207.7944,341.9452,-1,-1,-1
000850.XSHE,2017/4/29,57.34,57.3428,1.23,2.88,36.25,0.2383,-0.7948,0.0843,1.4611,7.2096,109.5035,-1.2708,1.4611,2.3079,6.5527,6.8729,-572.6327,496.0591,-333.4942,117.185,-9.1513,96.2938,31.2553,-28.8588,31.2553,-28.8588,-162.3488,-122.259,-20.3225,-68.1966,-22.0353,-70.1663,-1,-1,-1
000851.XSHE,2017/3/22,76.64,84.4892,2.7,0.84,23.57,1.365,1.0027,0.7976,2.2007,6.0814,98.079,1.9676,2.2007,1.2058,1.7703,1.1029,64.5172,1.5627,73.4568,118.7152,20.9584,1090.9867,4.4045,13.6157,4.4045,13.6157,-26.2604,79.1315,-6.2337,197.2115,-26.3493,183.6174,-1,-1,-1
000851.XSHE,2017/4/28,96.99,96.9897,2.53,0.9,11.24,-0.1406,-0.161,-0.1457,-0.6353,6.0893,100.5961,-0.5958,-0.6353,2.025,2.6539,1.6705,131.1952,-0.0606,114.5377,105.2712,-39.335,6598.6743,19.9029,-36.4084,19.9029,-36.4084,-1.9018,-119.257,1.3189,-118.3584,71.1658,-111.0111,-1,-1,-1
000852.XSHE,2017/4/13,-23.13,1110.8058,2.94,1.69,-3.77,-24.9241,-26.2617,-7.0976,-37.7811,-0.1472,136.1446,-36.0584,-37.7811,8.0394,16.2971,2.0829,107.6255,-0.2568,105.3668,79.3851,12.6631,-35.0344,-23.5581,74.0622,-23.5581,74.0622,-1387.1924,-164.6962,-772.9612,-187.9061,-908.8033,-196.3229,1,1,1
000852.XSHE,2017/4/26,-27.33,1312.6774,3.47,2,-4.45,-6.4848,-6.7624,-1.6312,-18.4772,6.6183,119.4179,-19.4179,-18.4772,6.3299,13.0807,5.2643,105.0936,,104.2819,84.2705,-46.7009,240.5043,-13.1688,-53.8587,-13.1688,-53.8587,-23.3675,75.1523,-17.3949,77.4342,-13.7886,77.9666,1,1,1
000856.XSHE,2017/3/17,-81.27,-17.5131,10.88,3.39,67.06,-11.0747,-11.0431,-2.0537,-10.9407,9.0461,114.443,-14.5279,-10.9407,2.2277,6.0117,0.5116,99.8846,0.5871,99.7147,90.4155,1.9472,-13.4819,7.1701,27.0787,7.1701,27.0787,55.8081,-2303.4434,65.5848,-1775.4545,66.1082,-1304.3997,1,1,1
000856.XSHE,2017/4/21,132.23,132.2267,10.45,2.85,-351.25,0.8438,0.8297,0.2133,0.8597,9.2042,98.8751,1.1249,0.8597,1.6239,5.5723,0.4694,98.7902,,98.3324,40.0397,-8.937,-794.4507,111.1915,29.6758,111.1915,29.6758,112.9546,110.0411,114.9833,110.1902,110.6047,107.2278,1,1,1
000856.XSHE,2017/8/16,165.553,350.6413,27.4843,6.2967,-276.6481,0.8202,0.8037,0.2779,0.9905,11.9182,98.8534,1.1466,0.9905,1.5072,3.5865,0.5415,98.6295,,97.9862,31.5166,-5.2856,-460.9942,49.2632,13.9318,49.2632,13.9318,-93.3842,16.1243,-94.1508,31.2599,-96.883,-1.984,-1,-1,-1
000858.XSHE,2017/3/31,19.61,21.1921,2.88,5.4,15.78,3.6406,3.6098,2.8733,25.7176,70.3823,67.0039,33.3363,25.7176,24.135,7.7311,-3.019,97.7292,1.0075,99.155,148.9817,16.5743,50.2311,4.8438,54.0086,4.8438,54.0086,12.3032,37.181,7.7616,38.5955,7.0002,38.5937,1,1,1
000858.XSHE,2017/4/28,24.06,24.0586,3.47,6.65,19.57,7.3519,7.3428,5.7508,36.8075,70.5344,51.3766,48.6234,36.8075,10.7932,5.7467,-2.1332,99.7239,,99.8763,75.8445,18.1479,37.3234,15.1066,48.4305,15.1066,48.4305,24.6466,116.497,24.2972,112.4367,23.7676,113.4666,1,1,1
000859.XSHE,2017/3/1,282.11,447.6549,3.08,4.05,47.14,2.1577,-1.1665,1.251,6.9914,10.9404,106.0907,-6.1897,6.9914,3.0942,7.8688,0.4023,-86.8802,-1.4122,-54.0622,85.8644,4.1568,-68.2478,33.5363,29.4116,33.5363,29.4116,-1233.4053,-207.0175,12.2396,593.1969,11.9713,942.9573,1,1,1
000859.XSHE,2017/4/26,250.94,250.9448,3.25,4.02,62.6,0.5684,-0.057,0.3244,2.4492,12.3524,100.5839,-0.2114,2.4492,3.4086,7.4877,0.8472,-23.9006,15.2491,-10.028,91.8526,0.2988,-51.1763,26.1857,-23.1674,26.1857,-23.1674,95.9213,97.3765,159.5728,-73.0842,184.7218,-73.3684,-1,-1,-1
000859.XSHE,2017/8/17,103.1313,201.8031,2.6269,3.0789,12.1395,1.1187,-0.864,0.5534,4.4823,8.363,108.7562,-6.4361,4.4823,3.7208,10.6502,0.5468,-202.9872,12.0657,-77.2264,95.4598,6.9074,-78.8858,-2.9319,-6.162,-2.9319,-6.162,-282.4559,-2757.5076,19970.332,71.732,1222.4448,97.9849,-1,-1,-1
000860.XSHE,2017/3/25,37.46,33.3615,1.91,1.15,13.76,2.4867,-0.307,0.9246,6.8088,31.7956,100.8159,6.8955,6.8088,9.6233,7.3039,2.0169,-11.8382,,-12.3458,150.5418,9.3639,-1147.6748,14.8004,-3.7514,14.8004,-3.7514,35.43,300.8004,81.5581,675.2369,87.714,928.0945,-1,-1,-1
000860.XSHE,2017/4/29,29.68,29.6796,1.82,1.09,19.06,2.7501,2.7624,1.0499,4.9414,38.2136,93.5931,6.4368,4.9414,13.3945,7.0456,1.1607,99.9951,0.4661,100.4439,121.7052,16.9716,264.8956,5.7688,58.9688,5.7688,58.9688,2.0083,48.3925,6.6737,15.3707,7.2161,13.3748,-1,-1,-1
000860.XSHE,2017/8/19,26.8509,27.6742,1.9462,1.0009,-18.4514,0.8187,0.8252,0.326,2.2036,33.2405,96.3375,3.6635,2.2036,11.6031,5.8809,2.0606,100.5706,0.0262,100.8013,113.0606,-0.7911,-21.6003,2.6886,-29.6228,2.6886,-29.6228,1.757,-59.945,-1.9687,-68.6162,2.3249,-69.8649,-1,-1,-1
000861.XSHE,2017/4/19,53.78,55.6942,3.47,5.85,10.28,2.4579,1.4215,0.8537,14.7945,35.5182,84.6104,17.0838,14.7945,6.2446,8.1516,-0.9673,75.3734,8.2978,57.8347,106.6132,53.0822,344.9226,28.8095,34.7201,28.8095,34.7201,20.7229,56.2594,6.8637,88.7828,4.7439,126.0929,-1,-1,-1
000861.XSHE,2017/4/26,50.12,51.9047,3.23,5.45,9.58,1.1513,0.8839,0.393,8.3245,34.1252,92.2827,9.9188,8.3245,5.2034,13.1484,6.7605,63.9213,18.2344,76.7747,107.8318,-3.4566,-44.7906,-1.3619,-15.5779,-1.3619,-15.5779,-17.4243,-50.985,-0.3168,-52.4973,3.2989,-53.479,-1,-1,-1
000862.XSHE,2017/3/7,-32.26,-39.3388,2.97,3.74,-24.88,2.7153,1.6332,0.6987,12.6886,33.3222,92.3177,6.9063,12.6886,1.3142,5.4245,16.6299,57.2786,-5.7854,60.1487,42.4205,30.6797,399.3562,66.2193,91.414,66.2193,91.414,128.3777,271.502,161.6425,141.2573,161.8417,139.0277,-1,-1,-1
000862.XSHE,2017/4/25,507.53,507.5299,2.02,3.88,7.68,0.0963,0.0869,0.0284,1.1476,34.0686,99.7528,0.1984,1.1476,0.5956,2.8513,29.7361,19.8051,-3.9062,90.2938,59.4525,8.6995,3519.5452,-0.9941,-53.5375,-0.9941,-53.5375,100.5653,-98.6651,103.2983,-95.7978,103.376,-95.4494,-1,-1,-1
000862.XSHE,2017/8/18,60.2649,507.5299,2.0153,3.8874,9.1198,-0.6243,-0.6954,-0.1759,-7.0336,31.8784,109.4125,-6.9181,-7.0336,0.4512,3.2739,35.1716,134.2312,-1.2949,111.3869,42.5044,18.6431,-198.0667,-37.8203,-1.039,-37.8203,-1.039,-448.4001,-3550.2627,-296.5863,-706.5312,-350.8528,-746.6819,-1,-1,-1
000863.XSHE,2017/4/26,21.7,112.2127,1.93,2.48,37.88,4.1099,3.9814,3.6332,24.0369,45.661,68.3931,31.5364,24.0369,1.6867,1.78,2.8563,99.3105,-0.2213,96.875,43.859,25.9945,82.2433,1299.3947,266.4411,1299.3947,266.4411,713.5538,2367.2063,498.0299,2572.5701,179.3824,2360.6375,-1,-1,-1
000863.XSHE,2017/4/26,21.11,109.1728,1.87,2.42,36.85,1.3341,1.2929,0.5761,11.9677,41.9319,81.4565,18.5224,11.9677,1.3661,7.5405,4.7104,97.295,-0.1111,96.9083,40.216,-248.3544,-1339.3038,-78.4554,-70.3853,-78.4554,-70.3853,-79.0642,-82.6063,-81.5548,-85.2552,-79.4217,-66.6433,-1,-1,-1
000868.XSHE,2017/3/14,134.83,114.9578,3.57,1.08,-134.26,1.9548,-1.2884,0.315,1.4693,-17.8182,140.7968,-40.7216,1.4693,6.3069,7.2533,0.7708,-1454.1218,2.6791,-65.9081,75.7862,9.8963,-24.2575,33.0481,66.4655,33.0481,66.4655,-18.6069,-133.8998,183.5823,3199.7688,200.079,288.36,-1,-1,-1
000868.XSHE,2017/4/20,91.57,91.5669,3.56,0.99,-9.65,-1.7773,-2.5869,-0.3473,-3.1805,6.8822,105.0889,-5.1354,-3.1805,3.0234,5.7092,2.2882,179.288,1.6378,145.5546,53.9617,-25.7026,505.0739,6.8091,-46.9915,6.8091,-46.9915,88.1488,93.3151,-1158.8362,-214.7477,-330.5685,-190.999,-1,-1,-1
000869.XSHE,2017/4/22,25.39,23.9562,3.07,5.22,-124.82,1.9401,1.7254,1.3736,16.2365,64.441,78.5615,21.4385,16.2365,23.8312,12.9099,0.0885,89.6811,,88.9347,75.6531,-10.605,-49.4671,-1.003,-5.6298,-1.003,-5.6298,14.6857,22.7899,5.0547,19.0832,7.115,21.5347,-1,-1,-1
000869.XSHE,2017/4/28,26.01,24.5418,3.14,5.35,-127.87,6.101,6.0544,4.4153,27.2217,66.4396,63.8559,36.1441,27.2217,20.5927,3.5919,0.3073,99.2831,,99.2355,87.1813,20.2658,56.0694,0.7627,98.8389,0.7627,98.8389,-4.0809,235.2317,-4.905,233.3681,-4.8216,227.627,-1,-1,-1
000875.XSHE,2017/3/31,80.62,81.4935,2.45,2.25,72.82,-0.8145,-1.1968,-0.1058,-2.2122,12.7614,105.6191,-5.2658,-2.2122,,2.145,13.4639,254.0007,-15.9695,146.9286,83.5583,16.5724,-294.932,11.1369,45.7038,11.1369,45.7038,-565.3577,-165.9199,-138.0697,-1.5992,-179.7963,-41.9293,-1,-1,-1
000875.XSHE,2017/4/28,981.98,981.9799,1.67,2.9,15.04,0.8954,0.7098,0.2952,6.185,20.5235,93.4361,6.4559,6.185,,1.004,11.7842,97.2887,-1.6005,79.2673,71.4328,8.506,129.5875,18.567,4.3442,18.567,4.3442,-26.9022,227.9272,-23.3382,391.7311,-45.9362,246.0161,-1,-1,-1
000876.XSHE,2017/4/28,13.16,15.1757,1.66,0.57,-55.36,1.7457,1.7361,1.1268,2.538,7.6765,99.6477,2.485,2.538,2.3457,2.7491,0.7526,13.9639,84.5309,99.4536,109.6101,6.3639,1806.3331,10.7393,-0.0409,10.7393,-0.0409,-14.9679,-55.2565,-22.3492,-52.317,-18.4376,-47.9265,-1,-1,-1
000876.XSHE,2017/4/28,13.31,15.3497,1.68,0.57,-56,3.0393,3.0153,2.0852,5.5296,8.2453,98.308,5.8999,5.5296,2.4531,3.0913,0.3687,28.642,71.2299,99.2094,104.3986,0.671,39.6598,19.4124,-11.6517,19.4124,-11.6517,-4.8091,109.7541,-6.0331,92.489,-3.1201,79.6983,-1,-1,-1
000877.XSHE,2017/3/16,-31.48,-11.8174,1.06,1.29,455.92,1.6258,-1.6533,0.2456,3.5809,23.5191,111.4736,-3.1417,3.5809,5.9585,10.9587,8.846,-201.3327,146.204,-101.6959,62.8034,7.0908,-61.8014,18.8753,-22.9647,18.8753,-22.9647,87.6476,-143.9121,118.7738,-58.0009,147.3844,-11.7819,1,1,1
000877.XSHE,2017/4/20,133.89,133.8867,2.28,2.67,-26.05,-2.2869,-2.2983,-0.8511,-27.33,17.4723,128.7619,-28.7619,-27.33,6.19,13.5295,19.0841,103.119,,100.4976,117.452,-16.4706,57.2653,46.9948,-55.3104,46.9948,-55.3104,29.5857,-309.1306,31.3092,-441.0824,29.7247,-240.5771,1,1,1
000877.XSHE,2017/8/18,71.2312,111.7487,1.9093,2.1492,22.991,2.6849,2.6543,0.9147,8.6645,26.8486,90.3224,10.3282,8.6645,3.5115,6.5173,5.8519,93.1341,,98.8595,74.2726,25.0385,258.7263,26.1363,243.9497,26.1363,243.9497,177.52,223.5104,86.9246,209.0433,83.4085,219.0081,-1,-1,-1
000878.XSHE,2017/3/29,33.59,644.5046,2.98,0.36,-50.59,2.834,1.8649,0.5582,0.6077,3.8697,99.8406,0.4425,0.6077,0.6421,1.0926,0.9249,26.2074,46.5437,65.8037,117.3601,6.395,4011.9399,144.4904,-3.3134,144.4904,-3.3134,-71.3346,92.7006,-73.3595,174.9555,-64.958,369.7638,-1,-1,-1
000878.XSHE,2017/4/25,97.55,97.5472,3.54,0.34,32.1,1.1995,1.022,0.3764,0.8158,4.159,99.1891,0.9952,0.8158,0.6571,1.363,1.022,74.6445,16.9627,85.2013,112.589,-1.535,-189.2938,94.4738,-48.0188,94.4738,-48.0188,202.1651,16.9097,179.1188,-30.2179,178.4502,-57.816,-1,1,1
000880.XSHE,2017/3/30,143.37,129.2508,2.96,1.96,43.34,-0.0847,-0.7538,-0.0304,-0.2181,11.6406,105.4121,-3.1138,-0.2181,4.8486,10.5274,-1.0932,637.4188,-270.6876,889.9085,104.8562,-35.2382,651.0958,-33.178,12.3789,-33.178,12.3789,-846.8022,-743.5972,-114.7842,-118.1538,-117.8467,-120.9961,-1,-1,-1
000880.XSHE,2017/4/28,211.15,211.1485,3.18,2.38,-57.7,0.2879,-0.0305,0.1176,0.9598,13.106,103.178,-0.1033,0.9598,5.0364,9.6677,-0.2859,-273.1239,264.245,-10.5992,88.3481,19.1066,-601.2181,1.5828,-14.424,1.5828,-14.424,-109.6442,97.1607,-44.9263,476.5378,-43.5094,440.339,-1,-1,-1
000881.XSHE,2017/4/12,11306.1602,-10.2835,10.14,4.13,-255.9,10.4668,10.1841,4.31,21.8763,29.9464,80.3929,19.6273,21.8763,3.8318,2.4106,-0.1916,83.5171,0.086,97.299,39.25,-15.8603,-80.8905,156.9775,182.7985,156.9775,182.7985,-80.9282,9659.3525,-78.0472,3487.5227,-70.7448,170519.6562,-1,-1,-1
000881.XSHE,2017/4/28,35945.2188,-32.7541,32.25,13.12,-813.57,0.7372,0.7208,0.3875,3.8317,17.1328,96.7968,3.2032,3.8317,2.5939,8.1329,3.1538,67.4994,,97.7872,98.2413,-0.8948,-27.9349,111.765,-25.9104,111.765,-25.9104,-25.5272,-87.9084,-9.7588,-87.023,-20.6531,-87.8378,-1,-1,-1
000881.XSHE,2017/8/21,66.5737,64.4702,3.9247,5.5455,5.4209,2.0749,1.8079,0.999,7.2152,18.5869,95.2122,8.2516,7.2152,2.1569,7.9685,2.5506,60.1611,,87.1324,74.2922,-5.9155,-123.5539,125.4909,39.2173,125.4909,39.2173,65.2139,258.6277,43.747,162.152,34.8729,181.7549,-1,-1,-1
000882.XSHE,2017/4/28,90.68,46.0551,1.61,10.59,9.81,-0.1412,-1.1273,-0.1065,-4.631,18.6872,147.0141,7.3336,-4.631,30.0842,13.9603,13.4927,2413.1311,-2789.5471,798.4198,124.0952,-164.2335,349.3281,29.5745,2.1869,29.5745,2.1869,-80.0734,-80.7022,43.2415,-114.2568,29.9114,-111.2477,-1,-1,-1
000882.XSHE,2017/4/28,81.15,41.2178,1.44,9.48,8.78,0.1448,-0.5904,0.0787,4.3596,35.0241,135.4758,8.9425,4.3596,36.1889,8.6276,22.5481,-368.8669,461.8484,-407.8329,104.0831,22.7156,-64.0313,-15.9826,-8.0005,-15.9826,-8.0005,134.5275,12.1836,17.0576,186.6078,-44.9875,214.9657,-1,-1,-1
000882.XSHE,2017/8/18,91.8021,85.2052,1.1332,10.1506,12.4652,0.2132,-0.5099,0.1297,6.8933,35.0662,134.1301,6.7534,6.8933,25.291,11.9788,25.0857,-468.4519,561.1454,-239.2261,113.2819,-16.2318,47.5585,5.5556,17.0452,5.5556,17.0452,-63.2387,-11.6073,-31.0476,85.0718,-39.0739,64.4287,-1,-1,-1
000883.XSHE,2017/4/21,18.36,18.8895,1.29,3.56,-110.79,0.3413,0.2143,-0.1572,-2.5771,23.1599,104.2309,-6.8115,-2.5692,0.2953,4.9482,4.3429,70.5632,43.0396,62.8023,108.0142,39.0168,-919.361,68.1724,3.9594,67.9754,3.7839,44.1252,-123.1412,79.8538,-110.385,138.8306,-85.1535,-1,-1,-1
000883.XSHE,2017/4/29,19.68,20.2505,1.39,3.82,-118.77,1.8393,1.8276,1.1158,17.7214,25.0221,82.1902,21.2247,17.7062,0.0816,2.2528,3.9666,81.4995,15.6271,99.3622,86.949,-6.304,-35.3659,37.0875,4.3558,37.208,4.5874,-3.352,425.1755,-3.2317,819.1829,10.8522,453.1059,-1,-1,-1
000885.XSHE,2017/3/30,-174.15,250.4946,4.13,3.04,-53.87,1.8371,1.6911,0.854,5.755,35.8132,95.6173,4.4635,5.755,4.6731,22.6725,1.1283,48.1901,0.8877,92.0552,70.4224,11.4442,261.1218,21.7367,23.5674,21.7367,23.5674,143.6105,235.4769,209.1305,786.4584,175.0184,3774.2336,-1,-1,-1
000885.XSHE,2017/4/28,254.62,254.6191,4.88,3.47,-20.32,0.0092,-0.0316,0.0889,0.7789,28.7642,98.6926,1.3134,0.7789,5.6028,18.9436,1.4833,54.6145,0.2475,-341.8219,106.2445,20.2053,1545.4048,20.4117,-18.7085,20.4117,-18.7085,118.6914,-76.08,112.4357,-88.9982,100.514,-99.4592,-1,1,1
000886.XSHE,2017/4/29,-20.92,-22.5424,2,26.41,-95.97,0.6319,0.6456,0.5187,7.8239,42.2783,85.2113,11.9951,7.8239,6.1718,15.1284,-1.2945,124.7412,-23.5639,102.1641,67.9553,49.176,332.5245,314.5105,365.0594,314.5105,365.0594,111.7248,38.3461,105.5666,22.9668,105.5784,9.8973,-1,-1,-1
000886.XSHE,2017/4/29,-21.73,-23.4144,2.07,27.43,-99.69,2.121,2.1208,1.7481,27.5557,40.3087,70.4264,33.3947,27.5557,2.4634,7.1228,-1.6976,88.5517,11.4414,99.9937,145.6765,107.2294,362.5846,295.1751,-2.98,295.1751,-2.98,230.1977,170.1075,253.042,241.704,253.3225,241.0162,-1,-1,-1
000887.XSHE,2017/4/20,35.63,44.8663,4.88,4.15,29.38,1.5729,1.2228,0.8842,4.1395,25.6678,96.3604,4.2857,4.1395,5.5378,12.1198,0.2195,78.8825,14.0016,77.7431,91.0661,16.7805,461.0484,37.2472,5.161,37.2472,5.161,-35.6134,-72.6581,-10.2143,-70.3781,2.2981,-68.5588,-1,-1,-1
000887.XSHE,2017/4/29,33.76,42.5141,4.63,3.93,27.84,4.7385,4.6908,2.4698,13.1956,30.5584,84.237,16.1687,13.1956,4.346,8.9056,0.8334,96.2967,2.4786,98.9944,89.2099,8.9854,57.0029,37.0553,-0.1939,37.0553,-0.1939,39.7271,276.5431,33.7531,218.1557,32.8916,206.0182,-1,-1,-1
000888.XSHE,2017/3/18,31.55,32.0581,3.14,6,48.65,2.293,0.3673,1.693,20.9911,31.016,100.1049,22.8144,20.9911,3.3775,24.3474,-0.371,-0.4689,102.4954,16.0162,131.1965,24.1151,-22998.7539,-3.0532,-35.5186,-3.0532,-35.5186,1281.0444,-52.087,-11.8409,-45.0691,-14.9773,-45.5034,1,1,1
000888.XSHE,2017/4/26,37.75,37.7549,3.52,6.93,30.91,0.8022,0.7959,0.6297,6.5191,31.9172,91.708,7.7506,6.5191,7.3078,15.2803,0.4269,106.2075,-6.9343,99.212,98.2049,3.7284,44.9631,4.9111,15.5389,4.9111,15.5389,6.3019,-60.7484,11.4123,-64.1174,3.0247,-64.4725,-1,-1,-1
000889.XSHE,2017/4/11,44.93,61.817,3.94,5.12,464.86,1.9441,1.8009,1.5992,9.2263,26.4292,90.7289,9.5022,9.2263,4.1997,10.8688,-0.0483,89.672,,92.637,101.1887,31.8271,343.2944,-7.4779,24.2852,-7.4779,24.2852,-69.737,-9.8594,22.3431,5.4586,22.3431,5.4586,-1,-1,-1
000889.XSHE,2017/4/29,49.14,67.6061,4.31,5.59,508.39,1.8439,1.8429,1.5357,11.5775,25.7429,86.5498,13.5771,11.5775,0.6712,11.7295,-0.3232,99.0144,0.9342,99.9458,84.2011,-26.2248,-194.9772,-9.691,-22.971,-9.691,-22.971,-5.4149,10.0616,-5.2973,-3.3416,-5.2973,-3.3416,-1,-1,-1
000890.XSHE,2017/3/17,52.99,826.1465,5.8,2.66,-57.6,0.6838,-0.3509,0.0748,1.7777,16.8131,99.5438,1.3843,1.7777,1.8407,7.7206,2.4874,36.3764,73.9927,-51.3169,167.5585,-551.3037,-120835.3984,-26.987,-45.7575,-26.987,-45.7575,-92.3252,-95.3292,-90.6044,-93.8888,-90.2792,-94.3659,-1,-1,-1
000890.XSHE,2017/4/26,28.39,28.3897,5,2.1,20.1,1.0461,1.0362,0.1069,1.6177,9.6973,99.154,1.7534,1.6177,0.5581,5.1353,2.9019,47.7996,51.265,99.0585,86.7924,-116.8953,-13816.7578,32.7283,83.9981,32.7283,83.9981,-59.75,133.0635,-61.63,67.4376,-60.4408,55.2757,-1,-1,-1
000892.XSHE,2017/4/7,3417.8799,8660.7197,3053.9299,838.15,16143.1396,19.6643,18.536,16.1341,36.3977,62.154,63.1149,36.8851,36.3977,15.8881,5.1475,1.5136,92.8318,,94.2621,84.629,5.405,14.6535,53.8555,29056.4883,53.8555,29056.4883,35.4557,77941.1797,52.7909,61685.9336,52.7779,61688.3789,-1,-1,-1
000892.XSHE,2017/4/28,3489.47,8842.1426,3117.8999,0,16481.3105,-1.079,-1.0785,-0.8927,-93.0685,25.5126,192.6573,-92.6573,-93.0685,95.2894,35.1216,3.0018,99.9487,,99.9489,664.4427,-2127.9778,2296.6101,367.4769,-95.7368,367.4769,-95.7368,-141.025,-110.7094,-139.0144,-110.9009,-139.1123,-110.9005,-1,-1,-1
000893.XSHE,2017/3/31,29.89,205.6446,2.06,1.89,-99.59,0.0283,0.0016,-0.1475,-1.0357,0.7829,100.6933,-1.5072,-1.0357,0.3025,1.6225,-0.8766,46.7273,54.8538,5.5556,62.2308,44.0018,-6346.5986,-75.0406,52.3362,-75.0406,52.3362,-104.149,-771.0766,-102.8114,-397.2878,-99.5593,-76.1521,-1,-1,-1
000893.XSHE,2017/4/28,601,600.9967,2.73,4.89,-60.96,-0.1187,-0.1213,-0.1622,-3.0817,8.2191,100.3951,-0.6158,-3.0817,0.6358,5.8076,-0.7741,66.0153,36.8623,102.1733,161.5391,-17.868,4522.0591,-43.781,-63.2082,-43.781,-63.2082,-124.4186,84.9687,-217.4185,-9.4722,-329.9763,-521.0485,-1,-1,-1
000895.XSHE,2017/3/23,15.65,16.2282,5.29,1.36,77.6,8.2752,7.6858,5.4446,8.6691,17.7755,89.7626,10.2939,8.6609,4.2012,1.8052,-0.0459,92.8263,0.513,92.8778,105.938,11.9317,116.4397,7.9285,5.0498,7.8258,5.0187,-1.5304,0.5523,-1.0338,0.1701,-0.7279,0.2118,-1,-1,-1
000895.XSHE,2017/4/28,16.89,16.8908,5.24,1.44,128.03,5.9981,5.5893,4.1309,7.4727,16.8895,91.0645,9.0456,7.4627,4.5747,2.2264,0.1211,92.7632,1.143,93.1846,105.7891,12.6763,141.6752,-4.0163,-9.3014,-4.1444,-9.3361,-21.3083,-20.3,-17.712,-21.8492,-18.2029,-22.1077,1,1,1
000895.XSHE,2017/8/15,18.616,17.7897,7.0383,1.5266,30.8738,7.5189,7.1501,4.9615,9.0854,20.3683,88.7724,11.4264,9.061,5.1438,2.3821,0.2366,94.8193,1.6784,95.0955,111.4266,5.8409,51.883,-7.5986,-3.3626,-7.8365,-3.4936,-2.335,22.0715,-4.3288,17.3343,-4.816,16.7105,-1,-1,-1
000897.XSHE,2017/3/30,-90.87,-37,5.31,8.19,15.13,-0.3927,-0.1187,-0.5562,-15.9809,36.1634,114.1961,-11.1504,-15.9809,5.3504,8.3615,7.6574,109.3269,-23.4555,30.2198,146.8244,176.9174,-1246.2412,26.58,-9.3055,26.58,-9.3055,65.1555,-163.5709,73.4463,-249.4046,96.0177,-118.5315,1,1,1
000897.XSHE,2017/4/29,157.75,157.7533,5.71,8.31,12.63,-0.7247,-0.8211,-0.0723,-13.6658,25.4968,140.8932,-7.0113,-13.6658,24.0346,43.6818,22.4898,645.3962,-534.7407,113.3091,438.5353,-204.9109,501.0885,-77.0123,-85.0408,-77.0123,-85.0408,-244.7397,90.5938,39.9042,87.2079,-91.4393,-83.5226,-1,-1,-1
000898.XSHE,2017/3/29,-13.37,-7.9389,0.82,0.7,-5.54,1.4338,1.4742,0.7365,3.8473,12.7768,97.9873,2.8795,3.8473,2.9508,2.7549,2.2205,73.5358,31.6703,102.8169,81.8975,5.9966,297.9351,50.4377,7.9057,50.4377,7.9057,116.8578,-41.6366,117.4852,-3.2836,117.247,-5.613,-1,-1,-1
000898.XSHE,2017/4/29,24.71,24.713,0.89,0.69,-24.46,2.3535,2.3337,1.1843,5.5599,12.5652,94.8428,5.6166,5.5599,3.2626,1.7294,1.3732,90.8182,8.0909,99.1581,71.891,2.2559,43.7437,71.8201,15.0092,71.8201,15.0092,237.3737,124.3299,275.122,66.2037,273.8211,67.2926,-1,1,1
000899.XSHE,2017/4/11,17.04,15.7757,1.9,4.05,9.27,-0.3041,-0.1373,-0.1924,-2.3958,2.1547,105.1697,-2.167,-2.3958,,2.2409,3.118,139.5689,-81.0643,45.1456,81.2997,-24.5919,475.6921,-9.0628,-3.6142,-9.0628,-3.6142,-106.6787,-107.7733,-110.4243,-110.6155,-110.4243,-110.6155,-1,-1,-1
000899.XSHE,2017/4/29,17.82,16.5059,1.98,4.24,9.7,1.5143,1.5127,0.953,10.8723,15.1982,90.8506,13.149,10.8723,,1.7912,3.3006,69.5225,30.3915,99.8959,120.4865,46.7419,510.8731,20.5465,10.324,20.5465,10.324,-55.9645,769.4158,-51.4158,600.6564,-51.4158,600.6564,-1,-1,-1
