,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,300194.XSHE,2016/8/27,87.3,116.0895,3.48,9.43,20213.1094,300194.XSHE,2.0096,1.9683,1.6658,18.6675,49.2339,78.4576,22.217,18.6675,11.4534,14.4167,0.7621,97.9466,3.0671,97.9425,95.8583,31.422,145.861,62.8381,34.9414,62.8381,34.9414,182.6737,79.4792,190.0178,73.7113,192.476,74.3878,-1
0,300194.XSHE,2016/10/29,76.37,142.8036,2.96,10.19,6867.0801,300194.XSHE,2.0566,2.0014,1.7139,19.1577,46.5859,77.8294,22.4772,19.1577,9.0102,12.7937,1.7476,97.6367,1.3506,97.3153,99.0313,27.2068,122.7158,73.3588,32.1828,73.3588,32.1828,179.3331,33.7311,212.5317,35.6538,214.3088,35.82,-1
0,300194.XSHE,2017/3/31,61.11,160.7075,2.67,9.75,31.19,300194.XSHE,1.6737,1.6549,1.472,15.5812,46.3004,83.2615,17.0729,15.5812,9.7947,17.3599,0.188,97.9455,1.9571,98.8739,73.8844,31.238,186.624,117.2673,11.7621,117.2673,11.7621,399.9748,-15.1094,347.5142,-9.1025,353.004,-9.028,-1
0,300194.XSHE,2017/4/26,51.1,51.0994,2.86,8.74,374.67,300194.XSHE,2.2465,2.211,2.0267,20.0146,46.6406,77.5176,23.2058,20.0146,9.8631,13.5147,0.0308,96.3426,3.1002,98.4189,93.8847,27.2566,121.2355,112.5448,6.6193,112.5448,6.6193,195.2779,44.9187,193.3562,36.9567,194.8594,36.8446,-1
0,300195.XSHE,2011/4/25,45.57,45.5712,3.03,11.33,158.59,300195.XSHE,5.53,5.53,4.02,32.37,49.89,64.43,35.57,32.37,6.83,7.51,0.11,94.7,0,,81.63,-5.07,-14.26,70.14,47.59,70.14,47.59,102.51,126.77,114.7,115.98,117.34,118.11,1
0,300195.XSHE,2011/8/15,40.05,50.6652,3.28,10.9,4.14,300195.XSHE,4.87,4.87,3.93,28.74,46.92,66.61,33.39,28.74,4.56,9.91,-4.02,96.85,0,,90.96,0.91,2.73,59.43,4.36,59.43,4.36,109.75,-2.05,120.23,-7.32,123.74,-9.61,-1
0,300195.XSHE,2011/10/21,29.97,45.2716,3.05,8.64,4.43,300195.XSHE,7.11,7.11,5.47,27.98,46.76,67.11,32.89,27.98,5.96,9.51,-2.69,97.32,0,,81.75,4.51,13.71,107.01,43.3,107.01,43.3,107.87,41.16,79.11,39.51,78.54,40.92,-1
0,300195.XSHE,2012/3/12,24.98,44.6074,3,6.95,4.6,300195.XSHE,4.58,4.58,3.52,28.42,46.44,68.09,30.46,28.42,6.85,3.58,-3.59,98.89,-4.48,,94.68,41.64,130.51,45.28,-34.18,45.28,-34.18,91.14,-39.04,86.66,-33.15,82.98,-34.14,-1
0,300195.XSHE,2012/4/21,20.33,20.3346,2.63,5.83,5.3,300195.XSHE,3.65,3.65,3.13,31.41,54.85,62.48,37.41,31.41,6.37,12.39,-3.06,99.81,-0.3,,69.6,-24.37,-64.94,21.11,23.04,21.11,23.04,27.36,51.1,17.54,36,15.3,37.44,-1
0,300195.XSHE,2012/7/28,21.02,21.8231,2.72,5.98,-7.61,300195.XSHE,4.18,4.18,3.48,30.29,47.92,63.71,36.12,30.29,4.56,9.1,-1.76,98.11,-0.47,,121.14,17.37,47.85,28.66,10.87,28.66,10.87,39.18,7.04,35.57,6.89,43.41,12.42,-1
0,300195.XSHE,2012/10/23,19.35,21.9826,2.85,5.66,-10.02,300195.XSHE,2.41,2.41,2.14,23.82,47.74,72.13,27.8,23.82,11.09,11.54,-3.89,100.43,-0.25,,111.54,26.13,93.78,-29.09,-21.03,-29.09,-21.03,-40.07,-39.22,-39.63,-37.88,-40.51,-41.54,-1
0,300195.XSHE,2013/3/19,20.46,20.6092,2.56,5.81,-11.76,300195.XSHE,1.73,1.73,1.61,17.23,33.68,82.99,16.82,17.23,6.81,7.6,-3.18,80.46,-0.91,,45.97,33.46,196.68,12.03,3.98,12.03,3.98,-38.14,-37.08,-32.08,-24.79,-34.74,-27.75,1
0,300195.XSHE,2013/4/25,22.33,22.3321,2.6,5.74,-30.32,300195.XSHE,3.57,3.44,3.21,31.76,52.83,64.28,35.67,31.76,5.56,11.98,-1.95,96.07,-0.14,96.16,88.46,21.04,58.89,-0.04,9.79,-0.04,9.79,-4.69,132.8,1.06,102.37,1.93,114.67,1
0,300195.XSHE,2013/8/19,21.36,21.4832,2.41,5.52,-195.68,300195.XSHE,4,4.01,3.56,31.2,53.53,61.63,38.26,31.2,9.32,10.87,-1.94,100.69,-0.29,100.36,111.52,14.62,38.11,1.61,12.7,1.61,12.7,7.64,20.89,4.68,10.72,0.54,10.89,-1
0,300195.XSHE,2013/10/23,25.85,26.0475,2.95,6.66,50.58,300195.XSHE,0.81,0.77,0.75,8.17,30.99,90.96,8.91,8.17,10.88,13.68,-2.92,97.01,-1.32,95.39,67.66,-33.79,-373.84,4.18,-19.03,4.18,-19.03,-66.59,-81.13,-64.25,-78.79,-65.05,-79.68,1
0,300195.XSHE,2014/4/15,37.26,32.6629,3.59,8.28,308.72,300195.XSHE,2.69,1.18,2.36,20.95,36.46,87.15,12.68,20.95,9.18,10.85,-1.67,48.45,-0.63,44.01,152.13,19.74,153.68,24.38,24.15,24.38,24.15,-6.23,76.59,51.26,218.26,62.9,236.77,-1
0,300195.XSHE,2014/4/26,37.29,33.7555,3.55,8.28,308.92,300195.XSHE,0.73,0.69,0.61,9.98,43.38,88.1,11.71,9.98,11.47,21.23,-1.89,95.98,-1.57,94.4,85.58,-50.62,-425.36,-35.87,-43.4,-35.87,-43.4,-78.96,-47.75,-79.85,-73.04,-78.68,-71.9,-1
0,300195.XSHE,2014/8/5,46.19,34.439,2.25,8.75,-31.47,300195.XSHE,3.19,3.17,2.89,21.69,43.64,75.59,25.56,21.69,6.08,13.2,-1.57,95.08,4.47,99.42,112.01,36.33,148.82,68.77,196.62,68.77,196.62,12.76,547.72,17.32,544.64,9.69,470.54,-1
0,300195.XSHE,2014/10/25,50.52,39.4225,2.57,8.33,-39.72,300195.XSHE,2.91,2.64,2.65,22.5,45.34,75.94,24.06,22.5,7.31,13.71,0.15,90.51,0,90.57,124.85,15.86,65.94,85,-11.25,85,-11.25,399.25,-16.46,409.31,-7.91,394.11,-8.47,-1
0,300195.XSHE,2015/3/18,34.61,36.9437,2.36,6.67,-66.75,300195.XSHE,3.23,2.62,2.77,18.31,42.97,80.4,19.6,18.31,5.9,11.96,0.34,84.11,0,81.21,58.23,-59.08,-301.38,98.83,33.44,98.83,33.44,207.38,8.72,73.77,8.58,64.77,12.22,1
